time,value
2006-01-01,56.012800093384655
2006-01-02,22.709441638080317
2006-01-03,56.69025683754043
2006-01-04,20.41704369856872
2006-01-05,18.583060454323178
2006-01-06,16.29055436298858
2006-01-07,13.53952542073401
2006-01-08,10.329973628698465
2006-01-09,56.24212153522481
2006-01-10,9.632149174366804
2006-01-11,12.14387651153815
2006-01-12,50.43404514362867
2006-01-13,22.888610316943808
2006-01-14,31.121616785226024
2006-01-15,41.26171629982682
2006-01-16,89.34895537342656
2006-01-17,53.75440164625562
2006-01-18,56.10698747787235
2006-01-19,55.863735418534986
2006-01-20,53.0246454644668
2006-01-21,47.58971761838734
2006-01-22,39.5589518773011
2006-01-23,56.86442052424425
2006-01-24,27.14460683819202
2006-01-25,22.76102753525837
2006-01-26,19.593177045572393
2006-01-27,45.867178911846224
2006-01-28,43.591179305847504
2006-01-29,42.530908512538375
2006-01-30,18.310976461497557
2006-01-31,36.792338088535885
2006-02-01,57.317970998071516
2006-02-02,99.27017826563758
2006-02-03,26.137162385519133
2006-02-04,28.94420391215766
2006-02-05,32.07950522888184
2006-02-06,82.9966515403651
2006-02-07,36.972609404023274
2006-02-08,38.73041226342688
2006-02-09,50.977363558541526
2006-02-10,71.3185194748023
2006-02-11,41.24882393559772
2006-02-12,41.16996218938277
2006-02-13,88.90268245728706
2006-02-14,40.75035578823326
2006-02-15,48.36424595005099
2006-02-16,39.98157217428054
2006-02-17,39.466238911098614
2006-02-18,74.01796521315984
2006-02-19,38.173689474728626
2006-02-20,104.0969302434705
2006-02-21,37.25426098190104
2006-02-22,50.3680127608535
2006-02-23,36.94871948235364
2006-02-24,66.02208327051511
2006-02-25,37.25706498002107
2006-02-26,37.641445352491786
2006-02-27,37.0487543465333
2006-02-28,86.54261546187377
2006-03-01,72.44873115693686
2006-03-02,29.516585440035172
2006-03-03,51.91879049606764
2006-03-04,20.0792229490227
2006-03-05,14.057433212628371
2006-03-06,50.468670193645764
2006-03-07,46.79001269545958
2006-03-08,50.64662916962996
2006-03-09,77.02402520480413
2006-03-10,19.997257177391575
2006-03-11,28.39497649962989
2006-03-12,39.195947333031036
2006-03-13,47.62908316532336
2006-03-14,79.7650581038486
2006-03-15,77.7146587743234
2006-03-16,75.75979522830679
2006-03-17,57.68327648104252
2006-03-18,54.27723730874099
