id,time,value
trend,2006-01-01,-0.31239176048766676
trend,2006-01-02,-0.31049055211495874
trend,2006-01-03,-0.3085893437422507
trend,2006-01-04,-0.3066881353695427
trend,2006-01-05,-0.3047869269968347
trend,2006-01-06,-0.30288571862412667
trend,2006-01-07,-0.30098451025141865
trend,2006-01-08,-0.29908330187871063
trend,2006-01-09,-0.2971820935060026
trend,2006-01-10,-0.2952808851332946
trend,2006-01-11,-0.29337967676058657
trend,2006-01-12,-0.29147846838787855
trend,2006-01-13,-0.2895772600151705
trend,2006-01-14,-0.28767605164246246
trend,2006-01-15,-0.2857748432697545
trend,2006-01-16,-0.2838736348970465
trend,2006-01-17,-0.28197242652433846
trend,2006-01-18,-0.28007121815163044
trend,2006-01-19,-0.2781700097789224
trend,2006-01-20,-0.2762688014062144
trend,2006-01-21,-0.2743675930335064
trend,2006-01-22,-0.27246638466079837
trend,2006-01-23,-0.27056517628809035
trend,2006-01-24,-0.26866396791538233
trend,2006-01-25,-0.2667627595426743
trend,2006-01-26,-0.2648615511699663
trend,2006-01-27,-0.2629603427972583
trend,2006-01-28,-0.26105913442455025
trend,2006-01-29,-0.25915792605184224
trend,2006-01-30,-0.2572567176791342
trend,2006-01-31,-0.25535550930642614
trend,2006-02-01,-0.2534543009337182
trend,2006-02-02,-0.25155309256101016
trend,2006-02-03,-0.24965188418830214
trend,2006-02-04,-0.24775067581559412
trend,2006-02-05,-0.2458494674428861
trend,2006-02-06,-0.2439482590701781
trend,2006-02-07,-0.24204705069747007
trend,2006-02-08,-0.24014584232476205
trend,2006-02-09,-0.23824463395205403
trend,2006-02-10,-0.236343425579346
trend,2006-02-11,-0.23444221720663797
trend,2006-02-12,-0.23254100883392995
trend,2006-02-13,-0.23063980046122193
trend,2006-02-14,-0.2287385920885139
trend,2006-02-15,-0.2268373837158059
trend,2006-02-16,-0.22493617534309787
trend,2006-02-17,-0.22303496697038985
trend,2006-02-18,-0.22113375859768183
trend,2006-02-19,-0.21923255022497382
trend,2006-02-20,-0.2173313418522658
trend,2006-02-21,-0.21543013347955778
trend,2006-02-22,-0.21352892510684976
trend,2006-02-23,-0.2116277167341417
trend,2006-02-24,-0.2097265083614337
trend,2006-02-25,-0.20782529998872568
trend,2006-02-26,-0.20592409161601766
trend,2006-02-27,-0.20402288324330964
trend,2006-02-28,-0.20212167487060162
trend,2006-03-01,-0.2002204664978936
trend,2006-03-02,-0.19831925812518558
trend,2006-03-03,-0.1964180497524776
trend,2006-03-04,-0.19451684137976957
trend,2006-03-05,-0.19261563300706155
trend,2006-03-06,-0.19071442463435354
trend,2006-03-07,-0.18881321626164552
trend,2006-03-08,-0.1869120078889375
trend,2006-03-09,-0.18501079951622948
trend,2006-03-10,-0.18310959114352146
trend,2006-03-11,-0.18120838277081347
trend,2006-03-12,-0.17930717439810545
trend,2006-03-13,-0.17740596602539743
trend,2006-03-14,-0.1755047576526894
trend,2006-03-15,-0.1736035492799814
trend,2006-03-16,-0.17170234090727332
trend,2006-03-17,-0.1698011325345653
trend,2006-03-18,-0.16789992416185728
trend,2006-03-19,-0.1659987157891493
trend,2006-03-20,-0.16409750741644127
trend,2006-03-21,-0.16219629904373326
trend,2006-03-22,-0.1602950906710252
trend,2006-03-23,-0.1583938822983172
trend,2006-03-24,-0.15649267392560917
trend,2006-03-25,-0.15459146555290118
trend,2006-03-26,-0.15269025718019313
trend,2006-03-27,-0.15078904880748514
trend,2006-03-28,-0.1488878404347771
trend,2006-03-29,-0.1469866320620691
trend,2006-03-30,-0.14508542368936106
trend,2006-03-31,-0.14318421531665304
trend,2006-04-01,-0.14128300694394502
trend,2006-04-02,-0.139381798571237
trend,2006-04-03,-0.13748059019852898
trend,2006-04-04,-0.13557938182582097
trend,2006-04-05,-0.13367817345311295
trend,2006-04-06,-0.13177696508040493
trend,2006-04-07,-0.1298757567076969
trend,2006-04-08,-0.12797454833498892
trend,2006-04-09,-0.12607333996228087
trend,2006-04-10,-0.12417213158957288
trend,2006-04-11,-0.12227092321686482
trend,2006-04-12,-0.12036971484415684
trend,2006-04-13,-0.11846850647144878
trend,2006-04-14,-0.11656729809874079
trend,2006-04-15,-0.11466608972603273
trend,2006-04-16,-0.11276488135332476
trend,2006-04-17,-0.11086367298061674
trend,2006-04-18,-0.10896246460790872
trend,2006-04-19,-0.1070612562352007
trend,2006-04-20,-0.10516004786249267
trend,2006-04-21,-0.10325883948978465
trend,2006-04-22,-0.10135763111707663
trend,2006-04-23,-0.09945642274436861
trend,2006-04-24,-0.09755521437166063
trend,2006-04-25,-0.09565400599895257
trend,2006-04-26,-0.09375279762624458
trend,2006-04-27,-0.09185158925353652
trend,2006-04-28,-0.0899503808808285
trend,2006-04-29,-0.08804917250812049
trend,2006-04-30,-0.08614796413541247
trend,2006-05-01,-0.08424675576270445
trend,2006-05-02,-0.08234554738999643
trend,2006-05-03,-0.08044433901728844
trend,2006-05-04,-0.07854313064458038
trend,2006-05-05,-0.0766419222718724
trend,2006-05-06,-0.07474071389916434
trend,2006-05-07,-0.07283950552645635
trend,2006-05-08,-0.0709382971537483
trend,2006-05-09,-0.06903708878104031
trend,2006-05-10,-0.0671358804083323
trend,2006-05-11,-0.06523467203562427
trend,2006-05-12,-0.06333346366291626
trend,2006-05-13,-0.06143225529020823
trend,2006-05-14,-0.05953104691750021
trend,2006-05-15,-0.057629838544792186
trend,2006-05-16,-0.05572863017208417
trend,2006-05-17,-0.05382742179937615
trend,2006-05-18,-0.05192621342666813
trend,2006-05-19,-0.050025005053960146
trend,2006-05-20,-0.048123796681252086
trend,2006-05-21,-0.0462225883085441
trend,2006-05-22,-0.04432137993583604
trend,2006-05-23,-0.04242017156312806
trend,2006-05-24,-0.040518963190420004
trend,2006-05-25,-0.03861775481771202
trend,2006-05-26,-0.036716546445003995
trend,2006-05-27,-0.034815338072295976
trend,2006-05-28,-0.03291412969958796
trend,2006-05-29,-0.031012921326879897
trend,2006-05-30,-0.029111712954171913
trend,2006-05-31,-0.027210504581463856
trend,2006-06-01,-0.025309296208755872
trend,2006-06-02,-0.023408087836047815
trend,2006-06-03,-0.02150687946333983
trend,2006-06-04,-0.01960567109063181
trend,2006-06-05,-0.01770446271792379
trend,2006-06-06,-0.01580325434521577
trend,2006-06-07,-0.013902045972507748
trend,2006-06-08,-0.012000837599799728
trend,2006-06-09,-0.010099629227091705
trend,2006-06-10,-0.008198420854383685
trend,2006-06-11,-0.006297212481675702
trend,2006-06-12,-0.004396004108967643
trend,2006-06-13,-0.00249479573625966
trend,2006-06-14,-5.935873635516018e-4
trend,2006-06-15,0.0013076210091563813
trend,2006-06-16,0.0032088293818644024
trend,2006-06-17,0.0051100377545724605
trend,2006-06-18,0.007011246127280482
trend,2006-06-19,0.008912454499988502
trend,2006-06-20,0.010813653077449057
trend,2006-06-21,0.012714851654909648
trend,2006-06-22,0.014616050232370278
trend,2006-06-23,0.016517248809830833
trend,2006-06-24,0.018418447387291422
trend,2006-06-25,0.020319645964752015
trend,2006-06-26,0.022220844542212643
trend,2006-06-27,0.024122043119673198
trend,2006-06-28,0.026023241697133787
trend,2006-06-29,0.02792444027459438
trend,2006-06-30,0.029825638852054973
trend,2006-07-01,0.03172683742951556
trend,2006-07-02,0.033628036006976156
trend,2006-07-03,0.03552923458443675
trend,2006-07-04,0.037430433161897265
trend,2006-07-05,0.03933163173935785
trend,2006-07-06,0.04123283031681852
trend,2006-07-07,0.043134028894279114
trend,2006-07-08,0.04503522747173963
trend,2006-07-09,0.046936426049200224
trend,2006-07-10,0.048837624626660886
trend,2006-07-11,0.05073882320412148
trend,2006-07-12,0.052640021781581996
trend,2006-07-13,0.05454122035904259
trend,2006-07-14,0.05644241893650318
trend,2006-07-15,0.058343617513963844
trend,2006-07-16,0.06024481609142436
trend,2006-07-17,0.062146014668884954
trend,2006-07-18,0.06404721324634555
trend,2006-07-19,0.06594841182380622
trend,2006-07-20,0.06784961040126673
trend,2006-07-21,0.06975080897872732
trend,2006-07-22,0.0716520075561879
trend,2006-07-23,0.0735532061336485
trend,2006-07-24,0.07545440471110909
trend,2006-07-25,0.07735560328856969
trend,2006-07-26,0.07925680186603028
trend,2006-07-27,0.08115800044349086
trend,2006-07-28,0.08305919902095146
