id,time,value
trend,2006-01-01,54.66779677769351
trend,2006-01-02,54.65045591812205
trend,2006-01-03,54.633115058550594
trend,2006-01-04,54.61577419897914
trend,2006-01-05,54.59843333940768
trend,2006-01-06,54.58109247983622
trend,2006-01-07,54.56375162026476
trend,2006-01-08,54.546410760693306
trend,2006-01-09,54.52906990112185
trend,2006-01-10,54.51172904155039
trend,2006-01-11,54.49438818197893
trend,2006-01-12,54.47704732240747
trend,2006-01-13,54.45970646283602
trend,2006-01-14,54.442365603264555
trend,2006-01-15,54.4250247436931
trend,2006-01-16,54.40768388412164
trend,2006-01-17,54.39034302455018
trend,2006-01-18,54.37300216497873
trend,2006-01-19,54.35566130540727
trend,2006-01-20,54.33832044583581
trend,2006-01-21,54.32097958626435
trend,2006-01-22,54.303638726692895
trend,2006-01-23,54.28629786712144
trend,2006-01-24,54.26895700754998
trend,2006-01-25,54.25161614797852
trend,2006-01-26,54.23427528840706
trend,2006-01-27,54.21693442883561
trend,2006-01-28,54.199593569264145
trend,2006-01-29,54.18225270969269
trend,2006-01-30,54.16491185012123
trend,2006-01-31,54.147570990549774
trend,2006-02-01,54.13023013097832
trend,2006-02-02,54.11288927140686
trend,2006-02-03,54.095548411835395
trend,2006-02-04,54.07820755226394
trend,2006-02-05,54.060866692692485
trend,2006-02-06,54.04352583312103
trend,2006-02-07,54.02618497354957
trend,2006-02-08,54.00884411397811
trend,2006-02-09,53.99150325440666
trend,2006-02-10,53.9741623948352
trend,2006-02-11,53.956821535263735
trend,2006-02-12,53.93948067569228
trend,2006-02-13,53.92213981612082
trend,2006-02-14,53.904798956549364
trend,2006-02-15,53.88745809697791
trend,2006-02-16,53.87011723740645
trend,2006-02-17,53.852776377834985
trend,2006-02-18,53.83543551826353
trend,2006-02-19,53.818094658692075
trend,2006-02-20,53.80075379912061
trend,2006-02-21,53.78341293954916
trend,2006-02-22,53.7660720799777
trend,2006-02-23,53.74873122040625
trend,2006-02-24,53.73139036083479
trend,2006-02-25,53.714049501263325
trend,2006-02-26,53.69670864169187
trend,2006-02-27,53.67936778212041
trend,2006-02-28,53.662026922548954
trend,2006-03-01,53.6446860629775
trend,2006-03-02,53.62734520340604
trend,2006-03-03,53.610004343834575
trend,2006-03-04,53.59266348426313
trend,2006-03-05,53.575322624691665
trend,2006-03-06,53.5579817651202
trend,2006-03-07,53.54064090554875
trend,2006-03-08,53.52330004597729
trend,2006-03-09,53.50595918640584
trend,2006-03-10,53.48861832683438
trend,2006-03-11,53.471277467262915
trend,2006-03-12,53.45393660769145
trend,2006-03-13,53.436595748120006
trend,2006-03-14,53.419254888548544
trend,2006-03-15,53.40191402897709
trend,2006-03-16,53.38457316940563
trend,2006-03-17,53.367232309834165
trend,2006-03-18,53.34989145026272
trend,2006-03-19,53.332550590691255
trend,2006-03-20,53.31520973111979
trend,2006-03-21,53.29786887154834
trend,2006-03-22,53.28052801197688
trend,2006-03-23,53.26318715240542
trend,2006-03-24,53.24584629283397
trend,2006-03-25,53.228505433262505
trend,2006-03-26,53.21116457369104
trend,2006-03-27,53.193823714119596
trend,2006-03-28,53.176482854548134
trend,2006-03-29,53.15914199497668
trend,2006-03-30,53.14180113540522
trend,2006-03-31,53.124460275833755
trend,2006-04-01,53.10711941626231
trend,2006-04-02,53.089778556690845
trend,2006-04-03,53.07243769711938
trend,2006-04-04,53.05509683754793
trend,2006-04-05,53.037755977976474
trend,2006-04-06,53.02041511840501
trend,2006-04-07,53.00307425883356
trend,2006-04-08,52.985733399262095
trend,2006-04-09,52.96839253969063
trend,2006-04-10,52.951051680119186
trend,2006-04-11,52.933710820547724
trend,2006-04-12,52.91636996097626
trend,2006-04-13,52.89902910140481
trend,2006-04-14,52.881688241833345
trend,2006-04-15,52.8643473822619
trend,2006-04-16,52.847006522690435
trend,2006-04-17,52.82966566311897
trend,2006-04-18,52.81232480354751
trend,2006-04-19,52.794983943976064
trend,2006-04-20,52.7776430844046
trend,2006-04-21,52.76030222483315
trend,2006-04-22,52.742961365261685
trend,2006-04-23,52.72562050569022
trend,2006-04-24,52.708279646118775
trend,2006-04-25,52.690938786547314
trend,2006-04-26,52.67359792697585
trend,2006-04-27,52.6562570674044
trend,2006-04-28,52.63891620783294
trend,2006-04-29,52.62157534826148
trend,2006-04-30,52.604234488690025
trend,2006-05-01,52.58689362911856
trend,2006-05-02,52.5695527695471
trend,2006-05-03,52.552211909975654
trend,2006-05-04,52.53487105040419
trend,2006-05-05,52.51753019083274
trend,2006-05-06,52.500189331261275
trend,2006-05-07,52.48284847168982
trend,2006-05-08,52.465507612118365
trend,2006-05-09,52.4481667525469
trend,2006-05-10,52.43082589297544
trend,2006-05-11,52.41348503340399
trend,2006-05-12,52.39614417383253
trend,2006-05-13,52.37880331426107
trend,2006-05-14,52.361462454689615
trend,2006-05-15,52.34412159511815
trend,2006-05-16,52.3267807355467
trend,2006-05-17,52.309439875975244
trend,2006-05-18,52.29209901640378
trend,2006-05-19,52.27475815683232
trend,2006-05-20,52.257417297260865
