time,value
2006-01-01,31.803665138960866
2006-01-02,32.250632580262725
2006-01-03,3.6828128769759054
2006-01-04,30.173897632728576
2006-01-05,36.99171653254344
2006-01-06,43.53789072082112
2006-01-07,24.662170576337495
2006-01-08,67.31256193211202
2006-01-09,82.7079073210275
2006-01-10,65.09957826329247
2006-01-11,100.71700202979372
2006-01-12,68.12040187750458
2006-01-13,66.47361917553883
2006-01-14,37.57179050405031
2006-01-15,65.48860746654213
2006-01-16,48.726904552132304
2006-01-17,41.53936309486263
2006-01-18,39.61451173082546
2006-01-19,24.628597157735587
2006-01-20,7.0010085070021635
2006-01-21,3.977631235637718
2006-01-22,38.55297928316847
2006-01-23,23.191261140655204
2006-01-24,46.6369290501312
2006-01-25,23.738423574504946
2006-01-26,24.197865096319415
2006-01-27,0.22977933357139335
2006-01-28,25.1291794703847
2006-01-29,26.31963088174912
2006-01-30,54.5118645908043
2006-01-31,23.835742603164462
2006-02-01,34.93218443557971
2006-02-02,34.57867659076007
2006-02-03,27.326216618963745
2006-02-04,7.0269657186412475
2006-02-05,29.011473063764942
2006-02-06,35.450322865109534
2006-02-07,27.30161987173527
2006-02-08,34.74566362434644
2006-02-09,20.895421349764444
2006-02-10,20.961242513496433
2006-02-11,5.481406137043733
2006-02-12,7.270999817193156
2006-02-13,15.516891037574318
2006-02-14,50.33927950297622
2006-02-15,35.20954850364025
2006-02-16,32.70391435575954
2006-02-17,29.169384414434774
2006-02-18,35.74392636655134
2006-02-19,20.8100835445193
2006-02-20,20.59167498791213
2006-02-21,49.10098262910927
2006-02-22,46.87563057670717
2006-02-23,2.9572957808470015
2006-02-24,14.354083926672903
2006-02-25,3.459510466691082
2006-02-26,4.226412389461256
2006-02-27,23.946111260945784
2006-02-28,18.605670245863454
2006-03-01,27.116118397784067
2006-03-02,22.069051462111418
2006-03-03,30.051876178135476
2006-03-04,10.32118816096327
2006-03-05,33.15397064196735
2006-03-06,52.706362799566215
2006-03-07,41.8160950477174
2006-03-08,38.280399670762705
2006-03-09,39.36867814132374
2006-03-10,23.092426504391497
2006-03-11,6.6975302105529995
2006-03-12,22.088877355886705
2006-03-13,21.517842156909932
2006-03-14,1.1041003858611331
2006-03-15,20.058525436727308
2006-03-16,21.900842449255915
2006-03-17,34.20051552432687
2006-03-18,37.07687115978911
2006-03-19,8.82883681986419
2006-03-20,24.98554768836068
2006-03-21,37.64176639207325
2006-03-22,35.65952524178955
2006-03-23,31.973238325066234
2006-03-24,21.073803348434208
2006-03-25,12.662030877815994
2006-03-26,10.690102998302685
2006-03-27,37.91297065899019
2006-03-28,28.580695566383582
2006-03-29,28.56254250852142
2006-03-30,28.636753288555393
2006-03-31,27.725460062331834
2006-04-01,27.606684145926597
2006-04-02,27.67039008123759
2006-04-03,32.54334058243373
2006-04-04,33.99741630643093
2006-04-05,26.591951006601036
2006-04-06,39.583357513507664
2006-04-07,23.595023299206595
2006-04-08,24.00005176713716
2006-04-09,25.195022738799207
2006-04-10,18.510093338003188
2006-04-11,35.1521039056784
2006-04-12,11.680832948322884
2006-04-13,18.414325330749126
2006-04-14,23.324508064202092
2006-04-15,2.390326406957663
2006-04-16,2.0114245564232354
2006-04-17,12.509319086918932
2006-04-18,42.327308078790615
2006-04-19,11.703171310767399
2006-04-20,53.1248308945472
2006-04-21,44.43393152254306
2006-04-22,21.739045866889484
2006-04-23,39.29285525662836
2006-04-24,40.996910153722894
2006-04-25,36.55202112800726
2006-04-26,44.82087538899988
2006-04-27,51.79119101112258
2006-04-28,47.043578863241606
2006-04-29,29.859460386203516
2006-04-30,53.41364906750549
2006-05-01,29.821180074493213
2006-05-02,30.372438527977135
2006-05-03,12.05850152207866
2006-05-04,19.000092681841043
2006-05-05,23.49201638198013
2006-05-06,20.8235909607902
2006-05-07,16.424076643090565
