id,time,value
trend,2006-01-01,39.38648938946527
trend,2006-01-02,39.38917253422369
trend,2006-01-03,39.391855678982104
trend,2006-01-04,39.39453882374053
trend,2006-01-05,39.397221968498954
trend,2006-01-06,39.39990511325737
trend,2006-01-07,39.40258825801579
trend,2006-01-08,39.405271402774204
trend,2006-01-09,39.407954547532626
trend,2006-01-10,39.41063769229105
trend,2006-01-11,39.41332083704946
trend,2006-01-12,39.41600398180788
trend,2006-01-13,39.418687126566304
trend,2006-01-14,39.42137027132472
trend,2006-01-15,39.42405341608314
trend,2006-01-16,39.42673656084156
trend,2006-01-17,39.42941970559998
trend,2006-01-18,39.432102850358405
trend,2006-01-19,39.43478599511682
trend,2006-01-20,39.43746913987524
trend,2006-01-21,39.44015228463366
trend,2006-01-22,39.442835429392076
trend,2006-01-23,39.4455185741505
trend,2006-01-24,39.44820171890891
trend,2006-01-25,39.45088486366733
trend,2006-01-26,39.453568008425755
trend,2006-01-27,39.45625115318417
trend,2006-01-28,39.4589342979426
trend,2006-01-29,39.46161744270102
trend,2006-01-30,39.464300587459434
trend,2006-01-31,39.466983732217855
trend,2006-02-01,39.46966687697628
trend,2006-02-02,39.47235002173469
trend,2006-02-03,39.47503316649311
trend,2006-02-04,39.47771631125153
trend,2006-02-05,39.48039945600995
trend,2006-02-06,39.48308260076837
trend,2006-02-07,39.485765745526784
trend,2006-02-08,39.488448890285206
trend,2006-02-09,39.49113203504363
trend,2006-02-10,39.49381517980205
trend,2006-02-11,39.49649832456047
trend,2006-02-12,39.499181469318884
trend,2006-02-13,39.501864614077306
trend,2006-02-14,39.50454775883573
trend,2006-02-15,39.50723090359414
trend,2006-02-16,39.50991404835256
trend,2006-02-17,39.512597193110985
trend,2006-02-18,39.5152803378694
trend,2006-02-19,39.51796348262782
trend,2006-02-20,39.520646627386235
trend,2006-02-21,39.52332977214466
trend,2006-02-22,39.526012916903085
trend,2006-02-23,39.5286960616615
trend,2006-02-24,39.53137920641992
trend,2006-02-25,39.53406235117834
trend,2006-02-26,39.536745495936756
trend,2006-02-27,39.53942864069518
trend,2006-02-28,39.5421117854536
trend,2006-03-01,39.544794930212014
trend,2006-03-02,39.547478074970435
trend,2006-03-03,39.55016121972885
trend,2006-03-04,39.55284436448727
trend,2006-03-05,39.55552750924569
trend,2006-03-06,39.558210654004114
trend,2006-03-07,39.560893798762535
trend,2006-03-08,39.56357694352096
trend,2006-03-09,39.56626008827937
trend,2006-03-10,39.56894323303779
trend,2006-03-11,39.57162637779621
trend,2006-03-12,39.57430952255463
trend,2006-03-13,39.57699266731305
trend,2006-03-14,39.579675812071464
trend,2006-03-15,39.582358956829886
trend,2006-03-16,39.58504210158831
trend,2006-03-17,39.58772524634673
trend,2006-03-18,39.59040839110515
trend,2006-03-19,39.593091535863564
trend,2006-03-20,39.595774680621986
trend,2006-03-21,39.59845782538041
trend,2006-03-22,39.60114097013882
trend,2006-03-23,39.60382411489724
trend,2006-03-24,39.606507259655665
trend,2006-03-25,39.60919040441408
trend,2006-03-26,39.6118735491725
trend,2006-03-27,39.61455669393092
trend,2006-03-28,39.617239838689336
trend,2006-03-29,39.61992298344776
trend,2006-03-30,39.62260612820618
trend,2006-03-31,39.6252892729646
trend,2006-04-01,39.62797241772302
trend,2006-04-02,39.63065556248144
trend,2006-04-03,39.63333870723986
trend,2006-04-04,39.63602185199828
trend,2006-04-05,39.638704996756694
trend,2006-04-06,39.641388141515115
trend,2006-04-07,39.64407128627353
trend,2006-04-08,39.64675443103195
trend,2006-04-09,39.64943757579037
trend,2006-04-10,39.652120720548794
trend,2006-04-11,39.654803865307215
trend,2006-04-12,39.65748701006564
trend,2006-04-13,39.66017015482405
trend,2006-04-14,39.66285329958247
trend,2006-04-15,39.66553644434089
trend,2006-04-16,39.66821958909931
trend,2006-04-17,39.67090273385773
trend,2006-04-18,39.673585878616144
trend,2006-04-19,39.676269023374566
trend,2006-04-20,39.67895216813299
trend,2006-04-21,39.6816353128914
trend,2006-04-22,39.68431845764982
trend,2006-04-23,39.68700160240825
trend,2006-04-24,39.689684747166666
trend,2006-04-25,39.69236789192509
trend,2006-04-26,39.6950510366835
trend,2006-04-27,39.69773418144192
trend,2006-04-28,39.700417326200345
trend,2006-04-29,39.70310047095876
trend,2006-04-30,39.70578361571718
trend,2006-05-01,39.7084667604756
trend,2006-05-02,39.711149905234016
trend,2006-05-03,39.71383304999244
trend,2006-05-04,39.71651619475086
trend,2006-05-05,39.71919933950928
trend,2006-05-06,39.7218824842677
trend,2006-05-07,39.72456562902612
trend,2006-05-08,39.72724877378454
trend,2006-05-09,39.72993191854296
trend,2006-05-10,39.732615063301374
trend,2006-05-11,39.735298208059795
trend,2006-05-12,39.73798135281821
trend,2006-05-13,39.74066449757663
trend,2006-05-14,39.74334764233505
trend,2006-05-15,39.74603078709347
trend,2006-05-16,39.74871393185189
trend,2006-05-17,39.75139707661032
trend,2006-05-18,39.75408022136873
trend,2006-05-19,39.75676336612715
trend,2006-05-20,39.759446510885574
trend,2006-05-21,39.76212965564399
trend,2006-05-22,39.76481280040241
trend,2006-05-23,39.767495945160825
trend,2006-05-24,39.770179089919246
trend,2006-05-25,39.77286223467767
trend,2006-05-26,39.77554537943608
trend,2006-05-27,39.7782285241945
trend,2006-05-28,39.780911668952925
trend,2006-05-29,39.783594813711346
trend,2006-05-30,39.78627795846977
trend,2006-05-31,39.78896110322818
trend,2006-06-01,39.7916442479866
trend,2006-06-02,39.794327392745025
trend,2006-06-03,39.79701053750344
trend,2006-06-04,39.79969368226186
trend,2006-06-05,39.80237682702028
trend,2006-06-06,39.8050599717787
trend,2006-06-07,39.80774311653712
trend,2006-06-08,39.81042626129553
trend,2006-06-09,39.81310940605396
trend,2006-06-10,39.81579255081238
trend,2006-06-11,39.8184756955708
trend,2006-06-12,39.82115884032922
trend,2006-06-13,39.82384198508764
trend,2006-06-14,39.826525129846054
trend,2006-06-15,39.829208274604476
trend,2006-06-16,39.83189141936289
trend,2006-06-17,39.83457456412131
trend,2006-06-18,39.83725770887973
trend,2006-06-19,39.83994085363815
trend,2006-06-20,39.842675591765264
trend,2006-06-21,39.84541032989238
trend,2006-06-22,39.84814506801949
trend,2006-06-23,39.85087980614661
trend,2006-06-24,39.85361454427372
trend,2006-06-25,39.85634928240083
trend,2006-06-26,39.859084020527945
trend,2006-06-27,39.861818758655055
trend,2006-06-28,39.86455349678217
trend,2006-06-29,39.86728823490928
trend,2006-06-30,39.8700229730364
trend,2006-07-01,39.87275771116351
trend,2006-07-02,39.87549244929062
trend,2006-07-03,39.878227187417735
trend,2006-07-04,39.880961925544845
trend,2006-07-05,39.88369666367196
trend,2006-07-06,39.88643140179908
trend,2006-07-07,39.88916613992619
trend,2006-07-08,39.8919008780533
trend,2006-07-09,39.89463561618041
trend,2006-07-10,39.897370354307526
trend,2006-07-11,39.90010509243464
trend,2006-07-12,39.90283983056175
trend,2006-07-13,39.90557456868887
trend,2006-07-14,39.90830930681597
trend,2006-07-15,39.91104404494309
trend,2006-07-16,39.91377878307021
trend,2006-07-17,39.91651352119732
trend,2006-07-18,39.919248259324434
trend,2006-07-19,39.92198299745154
trend,2006-07-20,39.92471773557865
trend,2006-07-21,39.92745247370577
trend,2006-07-22,39.93018721183288
trend,2006-07-23,39.93292194996
trend,2006-07-24,39.93565668808711
trend,2006-07-25,39.938391426214224
trend,2006-07-26,39.94112616434134
trend,2006-07-27,39.943860902468444
trend,2006-07-28,39.94659564059556
trend,2006-07-29,39.94933037872267
trend,2006-07-30,39.95206511684979
trend,2006-07-31,39.954799854976905
trend,2006-08-01,39.957534593104015
trend,2006-08-02,39.960269331231125
trend,2006-08-03,39.963004069358234
