time,value
2006-01-01,-25.236270828430108
2006-01-02,-24.846050757710366
2006-01-03,-24.065439127517642
2006-01-04,-22.894435939315805
2006-01-05,-21.333041195639108
2006-01-06,55.65107298098207
2006-01-07,-17.03907703140795
2006-01-08,-14.306507613496787
2006-01-09,-12.167880054916118
2006-01-10,-10.623194359205645
2006-01-11,-9.672450525372634
2006-01-12,-9.315648551810652
2006-01-13,-9.552788442294254
2006-01-14,-10.38387019298664
2006-01-15,-11.80889380288319
2006-01-16,-12.447279582889617
2006-01-17,-12.299027528867072
2006-01-18,-11.364137642183447
2006-01-19,-9.642609920521966
2006-01-20,-7.134444367795596
2006-01-21,-3.839640980817018
2006-01-22,0.24180023857690003
2006-01-23,4.578206247072911
2006-01-24,9.169577041507655
2006-01-25,14.015912628853568
2006-01-26,19.117213002106737
2006-01-27,24.473478166195754
2006-01-28,30.08470811951635
2006-01-29,35.95090286413033
2006-01-30,77.00157735923962
2006-01-31,40.688239799118904
2006-02-01,39.7737600674154
2006-02-02,36.052475139972884
2006-02-03,30.167519252736035
2006-02-04,21.90451432698476
2006-02-05,11.26346036009138
2006-02-06,2.609488510951654
2006-02-07,-4.057401226214564
2006-02-08,-8.737208848633497
2006-02-09,-11.429934360587092
2006-02-10,-12.135577758489195
2006-02-11,-10.854139044330964
2006-02-12,-7.585618217324624
2006-02-13,-5.235019829087966
2006-02-14,-3.8023438834120586
2006-02-15,-3.2875903763167615
2006-02-16,-3.6907593091735014
2006-02-17,-5.0118506811498875
2006-02-18,-7.2508644941659295
2006-02-19,-10.407800745099033
2006-02-20,-12.317457308099428
2006-02-21,-12.979834177229954
2006-02-22,-12.394931357740898
2006-02-23,-10.5627488455937
2006-02-24,-7.483286643685365
2006-02-25,15.601537219767954
2006-02-26,2.417476837356147
2006-02-27,6.960777661195343
2006-02-28,10.473357726776198
2006-03-01,18.301270393168817
2006-03-02,14.49213910963219
2006-03-03,15.084123959094677
2006-03-04,14.73117158421584
2006-03-05,13.433281981392069
2006-03-06,34.57535404029223
2006-03-07,9.277710776804607
2006-03-08,6.420029173206844
2006-03-09,3.042416903368773
2006-03-10,-0.8551260350169265
2006-03-11,-5.272599640309392
2006-03-12,-10.210003914997774
2006-03-13,-13.863926197649702
2006-03-14,-16.234366496880234
2006-03-15,-17.32132480672427
2006-03-16,-17.12480112892007
2006-03-17,-15.644795465296177
2006-03-18,-12.881307812780703
2006-03-19,-8.834338172245467
2006-03-20,-5.461725288331423
2006-03-21,-2.7634691583869024
2006-03-22,-0.7395697847643312
2006-03-23,0.6099728345663777
2006-03-24,1.285158699203377
2006-03-25,1.2859878103095195
2006-03-26,0.6124601674104309
2006-03-27,-0.02747303427199288
2006-03-28,-0.6338117922496718
2006-03-29,9.047862033166435
2006-03-30,-1.7457059854163566
2006-03-31,-2.2512614204021375
2006-04-01,-2.7232224122019093
2006-04-02,-3.2582897881390283
2006-04-03,-3.5882144344099776
2006-04-04,-3.7129963497740492
2006-04-05,-3.6326355363932694
2006-04-06,-3.3471319914033906
2006-04-07,-2.856485713459166
2006-04-08,-2.1606967084812174
2006-04-09,-1.2597649695536322
2006-04-10,-0.4734174435180516
2006-04-11,0.1983458740608386
2006-04-12,0.755524981908374
2006-04-13,1.1981198786035296
2006-04-14,1.5261305691507658
2006-04-15,1.7395570495426513
2006-04-16,1.838399318001164
2006-04-17,1.920787791562287
2006-04-18,1.9867224680007518
2006-04-19,2.0362033474304986
2006-04-20,2.0692304318318597
2006-04-21,2.0858037171449677
2006-04-22,2.085923207107153
2006-04-23,2.069588901133319
2006-04-24,1.9517397869650956
2006-04-25,1.7323758612126423
2006-04-26,1.4114971308412647
2006-04-27,0.9891035907285888
2006-04-28,0.4651952406404676
2006-04-29,-0.16022791590294005
2006-04-30,-0.8871658814686909
2006-05-01,-1.6861828950699875
2006-05-02,10.008170378390597
2006-05-03,-3.3202699940089104
2006-05-04,-4.155340076095814
2006-05-05,-5.002427851943956
2006-05-06,-5.861533315061357
2006-05-07,-6.732656470057102
2006-05-08,-6.9822273159911505
2006-05-09,-6.610245852742815
2006-05-10,-5.616712078182227
2006-05-11,-4.0016259978789686
2006-05-12,-1.7649876065581558
2006-05-13,1.0932030936548731
2006-05-14,4.572946104238177
2006-05-15,14.192673880704948
2006-05-16,8.693226858528618
2006-05-17,9.333764602119352
2006-05-18,28.236176525985
2006-05-19,7.775634823799356
2006-05-20,5.576967299812775
2006-05-21,2.4318980217213797
2006-05-22,24.84839441840088
2006-05-23,-2.806130003017558
2006-05-24,-4.899088749527154
2006-05-25,-6.641343983879275
2006-05-26,-8.03289570885416
2006-05-27,5.932721651578642
2006-05-28,-9.763888630188422
2006-05-29,-10.372602034892187
2006-05-30,-10.89988414242359
2006-05-31,-11.34573494980931
2006-06-01,-11.560089804618771
2006-06-02,4.5819239613645175
2006-06-03,-12.195469702573778
2006-06-04,-12.316365434671098
2006-06-05,-11.968662744388435
2006-06-06,-11.15236162630832
2006-06-07,-9.867462081635598
2006-06-08,-8.113964114968937
2006-06-09,-5.891867719801493
2006-06-10,-3.201172901081688
2006-06-11,-0.04187965520801917
2006-06-12,18.448630727971686
2006-06-13,22.121004686216708
2006-06-14,6.064035303078634
2006-06-15,34.86236722362915
2006-06-16,7.324674630505922
2006-06-17,7.112003100328017
2006-06-18,6.337337441660854
2006-06-19,27.99237288045335
2006-06-20,4.360433514487699
2006-06-21,3.158195246944385
2006-06-22,1.8134327750342214
2006-06-23,0.32614609961788865
2006-06-24,-1.303664778059372
2006-06-25,-3.075999859455203
2006-06-26,-4.472579845951078
2006-06-27,-5.4934047352603255
2006-06-28,-6.138474529996002
2006-06-29,-6.40778922948475
2006-06-30,-6.301348831100288
2006-07-01,-5.819153338767217
2006-07-02,-4.9889924959684855
2006-07-03,-4.249270415059622
2006-07-04,-3.5999870936526768
2006-07-05,-3.0411425315268006
2006-07-06,-2.5727367323130554
2006-07-07,-2.1947696954190596
2006-07-08,-1.9072414160709148
2006-07-09,-1.710151898922639
2006-07-10,-1.5758474711813013
2006-07-11,-1.504328133980977
2006-07-12,-1.4955938889926519
2006-07-13,-1.5496447329408576
2006-07-14,-1.666480669572341
2006-07-15,-1.8461016938607666
2006-07-16,-2.0885078093592955
2006-07-17,-2.0693662932027372
2006-07-18,-1.7886771453788957
2006-07-19,-1.2464403628434997
2006-07-20,-0.4426559476551408
2006-07-21,0.622676099775415
2006-07-22,1.9495557801233452
2006-07-23,3.537983092752733
2006-07-24,23.675383870478818
2006-07-25,5.33718892773425
2006-07-26,5.547967449552255
2006-07-27,5.299529705933541
2006-07-28,4.591875699142009
2006-07-29,3.425005428422973
2006-07-30,1.7989188929920852
2006-07-31,0.4281476752197435
2006-08-01,-0.6873082293885213
2006-08-02,-1.532455203889323
2006-08-03,-2.107293251032372
2006-08-04,-2.411822371828198
2006-08-05,-2.4460425656909948
2006-08-06,-2.2099538331113378
2006-08-07,-1.9959482691160104
2006-08-08,-1.8040258763993278
2006-08-09,-1.6341866575932666
2006-08-10,-1.4864306090941477
2006-08-11,-1.3607577309763024
2006-08-12,-1.2571680244829284
2006-08-13,-1.1756614881593426
2006-08-14,-1.2694145542181476
2006-08-15,-1.5384272222969568
2006-08-16,-1.9826994918146725
2006-08-17,-2.6022313607911536
2006-08-18,-3.397022833178276
2006-08-19,-4.367073905950615
2006-08-20,-5.51238457968986
2006-08-21,-6.242916304818822
2006-08-22,-6.558669079542988
2006-08-23,-6.459642902282301
2006-08-24,16.376279764719804
2006-08-25,19.993522256921594
2006-08-26,-3.6738906724473694
2006-08-27,-1.9157486956984
2006-08-28,22.50544077763457
2006-08-29,0.37235528473002266
2006-08-30,11.233691665368413
2006-08-31,1.022885969971947
2006-09-01,0.7340613255432487
2006-09-02,0.03805790570367318
2006-09-03,-1.065124290429625
2006-09-04,-2.130256220680898
2006-09-05,-3.1573378879610194
2006-09-06,-4.146369288333065
2006-09-07,-5.097350422700747
2006-09-08,-6.010281293078975
2006-09-09,-6.885161897495603
2006-09-10,-7.721992240313485
2006-09-11,-7.837139442618219
2006-09-12,-7.23060350793761
2006-09-13,-5.902384438782509
2006-09-14,-3.852482228931036
2006-09-15,-1.0808968828543954
2006-09-16,2.412371599405787
2006-09-17,6.627323221638859
2006-09-18,9.626493005891636
2006-09-19,37.23350712867409
2006-09-20,11.977487062877499
2006-09-21,11.329311334264467
2006-09-22,9.465353769888873
2006-09-23,6.3856143663062355
2006-09-24,2.0900931260362277
2006-09-25,-1.457872873181576
2006-09-26,-4.258283630550315
2006-09-27,-6.311139148632017
2006-09-28,-7.616439425298289
2006-09-29,-8.174184463677593
2006-09-30,-7.984374261311681
2006-10-01,-7.047008817867262
2006-10-02,-6.175634439696941
2006-10-03,-5.370251128085863
2006-10-04,-4.630858881753935
2006-10-05,-3.957457698050942
2006-10-06,-3.350047578641998
2006-10-07,-2.8086285253794485
2006-10-08,-2.3332005380130316
2006-10-09,-1.916523797484158
2006-10-10,-1.5585983034019661
2006-10-11,7.3692936466238805
2006-10-12,-1.0190010623532197
2006-10-13,-0.8373293126292682
2006-10-14,-0.7144088078948532
2006-10-15,-0.650239553955754
2006-10-16,42.09747540096541
2006-10-17,-0.7765446088473584
2006-10-18,-0.9670189181088262
2006-10-19,-1.2423744166378805
2006-10-20,-1.6026111017486622
2006-10-21,-2.047728978124854
