;PW + Busse/Car;;;;;;;;;;LW;;;;;;;;;;Gesamtergebnis;;;;;;;;;
Datum;UMF..BERN.OST;SAN.BERNARDINO;BASEL;CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL;UMF..BERN.OST;SAN.BERNARDINO;BASEL;CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL;UMF..BERN.OST;SAN.BERNARDINO;BASEL;CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL
17.08.2019;80172;NA;95196;60766;6219;31004;NA;133423;102042;92201;892;NA;1322;783;48;775;NA;2700;1269;1229;81064;NA;96518;61549;6267;31779;NA;136123;103311;93430
18.08.2019;75582;NA;85718;53431;6594;29260;NA;117651;89823;85973;402;NA;623;432;29;455;NA;1086;632;529;75984;NA;86341;53863;6623;29715;NA;118737;90455;86502
19.08.2019;77371;NA;85390;51254;3295;16077;NA;116670;107116;85399;3595;NA;6052;1947;230;1489;NA;10940;4479;5424;80966;NA;91442;53201;3525;17566;NA;127610;111595;90823
20.08.2019;77367;NA;78961;47364;2523;16405;NA;113579;105603;85301;3546;NA;6670;2239;285;2300;NA;11316;4600;5783;80913;NA;85631;49603;2808;18705;NA;124895;110203;91084
21.08.2019;82781;NA;84180;47539;2841;16396;NA;120433;111266;88585;3641;NA;6872;2285;335;2118;NA;11634;5018;6008;86422;NA;91052;49824;3176;18514;NA;132067;116284;94593
22.08.2019;83895;NA;88274;51322;3154;19380;NA;124890;114340;90496;3615;NA;6999;2225;283;2156;NA;11372;4968;5940;87510;NA;95273;53547;3437;21536;NA;136262;119308;96436
23.08.2019;88226;NA;96197;58489;3973;24163;NA;133138;120323;96589;3318;NA;6210;2167;205;1843;NA;10669;4631;5479;91544;NA;102407;60656;4178;26006;NA;143807;124954;102068
24.08.2019;77018;NA;92033;58877;4711;27684;NA;135708;105892;88893;781;NA;1537;973;44;975;NA;2665;1375;1150;77799;NA;93570;59850;4755;28659;NA;138373;107267;90043
25.08.2019;72412;NA;81744;50642;5362;25787;NA;118748;90290;83718;343;NA;620;434;27;397;NA;1128;625;457;72755;NA;82364;51076;5389;26184;NA;119876;90915;84175
26.08.2019;72162;NA;85996;52242;3155;18197;NA;118978;109597;87905;3464;NA;6451;2482;298;2045;NA;11311;4823;5728;75626;NA;92447;54724;3453;20242;NA;130289;114420;93633
27.08.2019;79771;NA;82247;49856;2813;14632;NA;119026;110956;85367;3805;NA;7164;3047;370;2531;NA;11729;5042;5654;83576;NA;89411;52903;3183;17163;NA;130755;115998;91021
28.08.2019;81224;NA;83889;51480;2577;15924;NA;117029;112328;88825;3699;NA;7375;3148;350;2674;NA;11121;5034;5929;84923;NA;91264;54628;2927;18598;NA;128150;117362;94754
29.08.2019;81275;NA;85013;54526;2808;16768;NA;126178;115758;90302;3881;NA;7143;3109;375;2676;NA;11719;5222;6006;85156;NA;92156;57635;3183;19444;NA;137897;120980;96308
30.08.2019;90948;NA;90125;58240;4098;22139;NA;132521;122860;95857;4164;NA;6329;2635;259;2414;NA;10885;4722;5566;95112;NA;96454;60875;4357;24553;NA;143406;127582;101423
31.08.2019;81560;NA;88543;59991;4413;26298;NA;137799;107777;93587;881;NA;1705;1277;89;1233;NA;2732;1325;1228;82441;NA;90248;61268;4502;27531;NA;140531;109102;94815
01.09.2019;63537;13410;78375;54284;4528;26336;NA;120619;85629;80156;332;134;529;469;27;488;NA;1199;589;474;63869;13544;78904;54753;4555;26824;NA;121818;86218;80630
02.09.2019;74720;6255;84577;48636;2710;17017;NA;115520;108758;84601;3586;698;6661;2566;348;2491;NA;11168;4943;5975;78306;6953;91238;51202;3058;19508;NA;126688;113701;90576
03.09.2019;77730;6993;81135;51068;2580;13412;NA;119768;111104;86773;3652;753;7349;3368;417;2911;NA;11826;5351;6053;81382;7746;88484;54436;2997;16323;NA;131594;116455;92826
04.09.2019;80513;6224;83478;52693;2826;14095;NA;122059;113431;89579;3702;628;7294;3447;420;3016;NA;11781;5402;6182;84215;6852;90772;56140;3246;17111;NA;133840;118833;95761
05.09.2019;79431;8068;86797;55981;2729;17216;NA;125377;115730;88411;3675;637;7349;3338;408;2877;NA;12125;4088;6149;83106;8705;94146;59319;3137;20093;NA;137502;119818;94560
06.09.2019;83972;14378;92277;63868;3366;22860;NA;133379;118421;93027;3582;675;6462;2977;303;2447;NA;10951;4954;5771;87554;15053;98739;66845;3669;25307;NA;144330;123375;98798
07.09.2019;72050;16366;88336;61516;4011;24397;NA;139443;107111;88856;723;347;1943;1521;79;1547;NA;2725;1358;1221;72773;16713;90279;63037;4090;25944;NA;142168;108469;90077
08.09.2019;57873;17817;73489;56236;4163;24044;NA;111028;84658;70248;358;259;520;533;33;504;NA;1103;618;464;58231;18076;74009;56769;4196;24548;NA;112131;85276;70712
09.09.2019;75048;8489;84121;55401;2653;15519;NA;117901;108093;85010;3662;659;6939;3089;395;2293;NA;11440;5322;5931;78710;9148;91060;58490;3048;17812;NA;129341;113415;90941
10.09.2019;76625;5898;78925;51602;2206;11065;NA;118583;108914;85994;3706;758;7279;3618;433;2545;NA;11955;5317;6214;80331;6656;86204;55220;2639;13610;NA;130538;114231;92208
11.09.2019;80095;6359;82569;52401;2496;12237;NA;121702;112383;88093;3689;716;7600;3596;438;2840;NA;11778;5214;6155;83784;7075;90169;55997;2934;15077;NA;133480;117597;94248
12.09.2019;81275;7067;85392;54778;2989;13572;NA;123527;116269;88803;3692;713;7484;3439;462;2653;NA;11865;5510;6190;84967;7780;92876;58217;3451;16225;NA;135392;121779;94993
13.09.2019;84753;10719;89944;61133;4449;20939;NA;133140;120410;95537;3598;630;6826;3055;411;2267;NA;11206;5192;5751;88351;11349;96770;64188;4860;23206;NA;144346;125602;101288
14.09.2019;77489;11717;88642;57413;4928;22048;NA;139657;104828;93464;845;296;2030;1608;91;1350;NA;2677;1366;1223;78334;12013;90672;59021;5019;23398;NA;142334;106194;94687
15.09.2019;72764;13755;81154;53220;5181;23180;NA;120558;88894;85439;342;197;602;490;49;240;NA;1175;633;511;73106;13952;81756;53710;5230;23420;NA;121733;89527;85950
16.09.2019;78454;6526;85038;54297;3530;15023;NA;117912;77558;86201;3630;609;6787;3138;328;2274;NA;11453;2352;6131;82084;7135;91825;57435;3858;17297;NA;129365;79910;92332
17.09.2019;77318;5270;79603;50739;2489;11689;NA;115962;111441;84640;3855;674;7641;3612;476;2808;NA;12064;5760;5965;81173;5944;87244;54351;2965;14497;NA;128026;117201;90605
18.09.2019;80271;5702;81735;52510;2375;12145;NA;121201;110675;87901;3718;717;8019;3698;507;2874;NA;12214;5670;6261;83989;6419;89754;56208;2882;15019;NA;133415;116345;94162
19.09.2019;80005;6257;81357;54393;2545;13513;NA;124541;113454;88828;3673;713;7225;3458;476;2654;NA;12209;5530;6139;83678;6970;88582;57851;3021;16167;NA;136750;118984;94967
20.09.2019;84659;9284;90101;59102;3710;19374;NA;135323;119865;94959;3558;635;6803;3161;330;2288;NA;11557;5083;5720;88217;9919;96904;62263;4040;21662;NA;146880;124948;100679
21.09.2019;72686;10322;84470;55761;4627;20338;NA;132738;106781;87730;800;310;1845;1500;97;1249;NA;2821;1324;1183;73486;10632;86315;57261;4724;21587;NA;135559;108105;88913
22.09.2019;59368;12206;74321;50649;4167;21313;NA;118170;83501;79928;347;209;593;545;31;302;NA;1135;713;358;59715;12415;74914;51194;4198;21615;NA;119305;84214;80286
23.09.2019;69621;5460;80477;52188;2345;13663;NA;118174;108249;83979;3659;637;6823;3144;390;2282;NA;11426;5345;5423;73280;6097;87300;55332;2735;15945;NA;129600;113594;89402
24.09.2019;70719;4447;81407;49929;2064;10972;NA;119575;110177;85743;3697;737;7548;3690;453;2819;NA;12290;5336;5544;74416;5184;88955;53619;2517;13791;NA;131865;115513;91287
25.09.2019;73710;4969;84087;52303;2243;11846;NA;123977;111774;86084;3545;668;7634;3676;486;2881;NA;11774;5432;5558;77255;5637;91721;55979;2729;14727;NA;135751;117206;91642
26.09.2019;72987;5697;83831;53800;2349;13414;NA;125919;115427;88921;3640;733;7705;3563;465;2824;NA;12018;5623;5718;76627;6430;91536;57363;2814;16238;NA;137937;121050;94639
27.09.2019;78403;9347;91266;59471;3519;21088;NA;134547;121348;93824;3480;640;6920;3173;381;2356;NA;11225;4867;6039;81883;9987;98186;62644;3900;23444;NA;145772;126215;99863
28.09.2019;66071;10780;86184;58582;4007;23120;NA;139447;106743;86935;857;311;1949;1648;107;1252;NA;2851;1452;1139;66928;11091;88133;60230;4114;24372;NA;142298;108195;88074
29.09.2019;63659;11092;74993;53070;4548;24048;NA;121190;90292;84529;284;183;480;533;52;254;NA;1117;650;384;63943;11275;75473;53603;4600;24302;NA;122307;90942;84913
30.09.2019;70330;5075;83525;53041;2545;15491;NA;117952;111085;84689;3478;623;7172;3233;390;2488;NA;11748;5038;5461;73808;5698;90697;56274;2935;17979;NA;129700;116123;90150
01.10.2019;71924;NA;77350;51035;NA;12763;82085;118111;NA;NA;3683;NA;7618;3643;NA;2991;3703;11862;NA;NA;75607;NA;84968;54678;NA;15754;85788;129973;NA;NA
02.10.2019;71998;NA;81134;54043;NA;14903;82740;118396;NA;NA;3688;NA;7825;3625;NA;2967;3866;11769;NA;NA;75686;NA;88959;57668;NA;17870;86606;130165;NA;NA
03.10.2019;77044;NA;84792;58054;NA;17892;86607;122337;NA;NA;3580;NA;6735;3386;NA;2693;3817;11265;NA;NA;80624;NA;91527;61440;NA;20585;90424;133602;NA;NA
04.10.2019;77185;NA;83731;52909;NA;21839;92193;124386;NA;NA;3471;NA;6185;3542;NA;2376;3583;10878;NA;NA;80656;NA;89916;56451;NA;24215;95776;135264;NA;NA
05.10.2019;64382;NA;83387;51043;NA;23662;83481;129384;NA;NA;796;NA;1960;1538;NA;1396;1080;2624;NA;NA;65178;NA;85347;52581;NA;25058;84561;132008;NA;NA
06.10.2019;54230;NA;72703;44561;NA;23837;73185;109526;NA;NA;244;NA;588;338;NA;267;496;981;NA;NA;54474;NA;73291;44899;NA;24104;73681;110507;NA;NA
07.10.2019;73883;NA;84636;52717;NA;16310;91311;116078;NA;NA;3555;NA;6747;3428;NA;2405;3770;11451;NA;NA;77438;NA;91383;56145;NA;18715;95081;127529;NA;NA
08.10.2019;77156;NA;78629;51279;NA;12410;84206;118387;NA;NA;3729;NA;7247;3593;NA;2927;3483;11931;NA;NA;80885;NA;85876;54872;NA;15337;87689;130318;NA;NA
09.10.2019;76161;NA;78848;52518;NA;13562;79444;117120;NA;NA;3545;NA;7222;3699;NA;2993;3547;11644;NA;NA;79706;NA;86070;56217;NA;16555;82991;128764;NA;NA
10.10.2019;78010;NA;84673;54204;NA;15591;86645;120718;NA;NA;3635;NA;7771;3552;NA;2795;3739;11726;NA;NA;81645;NA;92444;57756;NA;18386;90384;132444;NA;NA
11.10.2019;85155;NA;93596;60185;NA;19877;92936;129912;NA;NA;3559;NA;7016;3220;NA;2350;3337;10901;NA;NA;88714;NA;100612;63405;NA;22227;96273;140813;NA;NA
12.10.2019;75892;NA;86754;54268;NA;22207;82691;131481;NA;NA;810;NA;1916;1607;NA;1345;957;2610;NA;NA;76702;NA;88670;55875;NA;23552;83648;134091;NA;NA
13.10.2019;69668;NA;76036;49512;NA;22453;75212;117581;NA;NA;261;NA;529;390;NA;242;517;994;NA;NA;69929;NA;76565;49902;NA;22695;75729;118575;NA;NA
14.10.2019;77873;NA;80941;51708;NA;12664;80718;118591;NA;NA;3446;NA;6958;3029;NA;2428;3351;11355;NA;NA;81319;NA;87899;54737;NA;15092;84069;129946;NA;NA
15.10.2019;75186;NA;78612;48028;NA;10827;80361;116106;NA;NA;3722;NA;7603;3486;NA;2885;3478;12033;NA;NA;78908;NA;86215;51514;NA;13712;83839;128139;NA;NA
16.10.2019;79747;NA;83082;50063;NA;11778;82237;123133;NA;NA;3655;NA;7787;3600;NA;3105;3689;12153;NA;NA;83402;NA;90869;53663;NA;14883;85926;135286;NA;NA
17.10.2019;78153;NA;82235;51140;NA;12604;82550;125180;NA;NA;3508;NA;7231;3437;NA;2758;3652;12039;NA;NA;81661;NA;89466;54577;NA;15362;86202;137219;NA;NA
18.10.2019;82961;NA;85076;55893;NA;17066;86468;131995;NA;NA;3520;NA;6615;3195;NA;2335;3405;11426;NA;NA;86481;NA;91691;59088;NA;19401;89873;143421;NA;NA
19.10.2019;69942;NA;83336;48559;NA;17494;70749;134343;NA;NA;760;NA;1799;1466;NA;1322;872;2607;NA;NA;70702;NA;85135;50025;NA;18816;71621;136950;NA;NA
20.10.2019;57557;NA;71620;43264;NA;18333;66472;114298;NA;NA;188;NA;443;335;NA;199;363;867;NA;NA;57745;NA;72063;43599;NA;18532;66835;115165;NA;NA
21.10.2019;74325;NA;80096;48216;NA;12404;77305;116902;NA;NA;3542;NA;6809;2982;NA;2468;3171;11553;NA;NA;77867;NA;86905;51198;NA;14872;80476;128455;NA;NA
22.10.2019;77223;NA;81296;47777;NA;9952;77723;118699;NA;NA;3793;NA;7897;3655;NA;3013;3550;11570;NA;NA;81016;NA;89193;51432;NA;12965;81273;130269;NA;NA
23.10.2019;81026;NA;81263;49685;NA;10800;81546;122773;NA;NA;3720;NA;7887;3608;NA;3071;3556;12160;NA;NA;84746;NA;89150;53293;NA;13871;85102;134933;NA;NA
24.10.2019;79999;NA;84672;50822;NA;12440;82483;124136;NA;NA;3619;NA;7631;3497;NA;2953;3510;11785;NA;NA;83618;NA;92303;54319;NA;15393;85993;135921;NA;NA
25.10.2019;84525;NA;89204;54680;NA;16828;87826;132343;NA;NA;3370;NA;6817;3180;NA;2395;3147;10843;NA;NA;87895;NA;96021;57860;NA;19223;90973;143186;NA;NA
26.10.2019;78044;NA;91168;51340;NA;18217;76765;143059;NA;NA;762;NA;1926;1599;NA;1398;899;2710;NA;NA;78806;NA;93094;52939;NA;19615;77664;145769;NA;NA
27.10.2019;69112;NA;75335;45813;NA;19070;74584;121206;NA;NA;276;NA;370;327;NA;192;401;957;NA;NA;69388;NA;75705;46140;NA;19262;74985;122163;NA;NA
28.10.2019;76045;NA;79125;48186;NA;13136;79694;118059;NA;NA;3640;NA;6933;3121;NA;2607;3219;11459;NA;NA;79685;NA;86058;51307;NA;15743;82913;129518;NA;NA
29.10.2019;76391;NA;76423;48183;NA;9844;81325;116748;NA;NA;3705;NA;7723;3580;NA;3003;3517;11817;NA;NA;80096;NA;84146;51763;NA;12847;84842;128565;NA;NA
30.10.2019;78344;NA;78605;50376;NA;11960;82971;111542;NA;NA;3585;NA;7473;3652;NA;2378;3507;11098;NA;NA;81929;NA;86078;54028;NA;14338;86478;122640;NA;NA
31.10.2019;79351;NA;88048;55278;NA;15413;86306;126265;NA;NA;3594;NA;6816;3286;NA;2471;3361;11549;NA;NA;82945;NA;94864;58564;NA;17884;89667;137814;NA;NA
01.11.2019;82248;5757;NA;44097;2762;17786;85709;133158;NA;NA;3047;244;NA;298;55;525;2918;7985;NA;NA;85295;6001;NA;44395;2817;18311;88627;141143;NA;NA
02.11.2019;70918;5249;NA;43007;2421;14687;74281;136545;NA;NA;687;105;NA;1250;43;999;885;2408;NA;NA;71605;5354;NA;44257;2464;15686;75166;138953;NA;NA
03.11.2019;54540;8766;NA;46308;2974;20538;67661;113446;NA;NA;173;919;NA;267;17;182;364;878;NA;NA;54713;9685;NA;46575;2991;20720;68025;114324;NA;NA
04.11.2019;72826;3619;NA;48562;1439;10777;77617;113003;NA;NA;3452;400;NA;2918;339;2368;3275;11235;NA;NA;76278;4019;NA;51480;1778;13145;80892;124238;NA;NA
05.11.2019;75079;2536;NA;46987;1215;8388;78023;115393;NA;NA;3869;523;NA;3619;414;3071;3630;12056;NA;NA;78948;3059;NA;50606;1629;11459;81653;127449;NA;NA
06.11.2019;77108;2971;NA;46339;1221;8913;79594;120352;NA;NA;3621;552;NA;3561;407;3150;3611;12211;NA;NA;80729;3523;NA;49900;1628;12063;83205;132563;NA;NA
07.11.2019;77247;3154;NA;48997;1313;10468;83425;108102;NA;NA;3613;546;NA;3434;401;3044;3693;11101;NA;NA;80860;3700;NA;52431;1714;13512;87118;119203;NA;NA
08.11.2019;81272;4614;NA;51999;1392;13160;89015;126656;NA;NA;3481;426;NA;3020;180;2528;3130;10947;NA;NA;84753;5040;NA;55019;1572;15688;92145;137603;NA;NA
09.11.2019;68355;3663;NA;45080;2117;12120;76034;133647;NA;NA;684;128;NA;1491;128;1307;841;2360;NA;NA;69039;3791;NA;46571;2245;13427;76875;136007;NA;NA
10.11.2019;56392;4713;NA;40331;2377;14466;66708;108954;NA;NA;195;14;NA;240;11;181;311;742;NA;NA;56587;4727;NA;40571;2388;14647;67019;109696;NA;NA
11.11.2019;74226;3005;NA;45562;1278;9688;80880;116105;NA;NA;3485;500;NA;2950;307;2419;3015;11414;NA;NA;77711;3505;NA;48512;1585;12107;83895;127519;NA;NA
12.11.2019;76651;2249;NA;43380;1239;8231;79328;116721;NA;NA;3555;398;NA;3473;430;3258;3339;12099;NA;NA;80206;2647;NA;46853;1669;11489;82667;128820;NA;NA
13.11.2019;76959;2764;NA;45477;1377;8316;81489;113226;NA;NA;3613;500;NA;3519;420;3058;3495;10934;NA;NA;80572;3264;NA;48996;1797;11374;84984;124160;NA;NA
14.11.2019;79615;2795;NA;46467;1005;8748;81870;123031;NA;NA;3516;397;NA;3205;166;2816;3575;12219;NA;NA;83131;3192;NA;49672;1171;11564;85445;135250;NA;NA
15.11.2019;79373;3459;NA;40677;930;11368;84780;124600;NA;NA;3188;332;NA;2892;165;2548;2986;10644;NA;NA;82561;3791;NA;43569;1095;13916;87766;135244;NA;NA
16.11.2019;69535;2792;NA;39539;1529;9810;74133;134769;NA;NA;723;102;NA;1336;53;1281;833;2440;NA;NA;70258;2894;NA;40875;1582;11091;74966;137209;NA;NA
17.11.2019;51469;3559;NA;36086;953;11886;64429;105584;NA;NA;184;66;NA;173;51;177;300;703;NA;NA;51653;3625;NA;36259;1004;12063;64729;106287;NA;NA
18.11.2019;73606;2664;NA;40774;1258;8439;77095;114678;NA;NA;3495;415;NA;2943;260;2566;3469;11806;NA;NA;77101;3079;NA;43717;1518;11005;80564;126484;NA;NA
19.11.2019;75099;2119;NA;38729;1092;6802;77293;117031;NA;NA;3740;295;NA;3426;227;3237;3555;11976;NA;NA;78839;2414;NA;42155;1319;10039;80848;129007;NA;NA
20.11.2019;78295;2714;NA;40463;1218;7329;78828;121956;NA;NA;3739;497;NA;3514;395;3062;3639;12413;NA;NA;82034;3211;NA;43977;1613;10391;82467;134369;NA;NA
21.11.2019;78763;2329;NA;45784;1189;8381;84599;123109;NA;NA;3707;618;NA;3429;340;2947;3690;12152;NA;NA;82470;2947;NA;49213;1529;11328;88289;135261;NA;NA
22.11.2019;84448;3579;NA;48800;1404;11261;84391;130759;NA;NA;3454;402;NA;2902;81;2248;3222;11094;NA;NA;87902;3981;NA;51702;1485;13509;87613;141853;NA;NA
23.11.2019;68881;3180;NA;39954;623;10608;72484;133739;NA;NA;698;122;NA;1376;43;1287;814;2372;NA;NA;69579;3302;NA;41330;666;11895;73298;136111;NA;NA
24.11.2019;57681;4363;NA;36751;NA;13049;66128;111983;NA;NA;156;38;NA;179;NA;155;313;724;NA;NA;57837;4401;NA;36930;NA;13204;66441;112707;NA;NA
25.11.2019;74505;2956;NA;45283;388;8658;78596;117838;NA;NA;3532;448;NA;2989;33;2469;3487;11573;NA;NA;78037;3404;NA;48272;421;11127;82083;129411;NA;NA
26.11.2019;77031;2482;NA;44889;633;7647;79600;119515;NA;NA;3775;568;NA;3617;14;3056;3119;12062;NA;NA;80806;3050;NA;48506;647;10703;82719;131577;NA;NA
27.11.2019;78494;2548;NA;45603;514;7595;79568;123389;NA;NA;3659;483;NA;3647;17;3162;3536;12026;NA;NA;82153;3031;NA;49250;531;10757;83104;135415;NA;NA
28.11.2019;78149;2669;NA;46681;724;9090;83102;122983;NA;NA;3692;468;NA;3465;98;2899;3611;12123;NA;NA;81841;3137;NA;50146;822;11989;86713;135106;NA;NA
29.11.2019;82781;4217;NA;51486;1570;12767;90578;134646;NA;NA;3386;392;NA;3079;197;2321;3286;11000;NA;NA;86167;4609;NA;54565;1767;15088;93864;145646;NA;NA
30.11.2019;71119;3800;NA;43105;2232;12461;75057;139555;NA;NA;712;129;NA;1531;79;1446;919;2717;NA;NA;71831;3929;NA;44636;2311;13907;75976;142272;NA;NA
01.12.2019;53889;4454;63872;39413;1407;13851;NA;114313;74161;67517;156;38;317;264;34;195;NA;814;407;332;54045;4492;64189;39677;1441;14046;NA;115127;74568;67849
02.12.2019;74162;2685;75363;45086;1514;8373;NA;114497;106551;81042;3543;459;6722;3110;250;2537;NA;11651;4959;5228;77705;3144;82085;48196;1764;10910;NA;126148;111510;86270
03.12.2019;76851;2422;75501;45656;1473;7502;NA;118312;108745;83265;3674;595;7590;3731;387;3130;NA;12207;5261;5609;80525;3017;83091;49387;1860;10632;NA;130519;114006;88874
04.12.2019;78739;2667;78441;47318;1522;7728;NA;121852;112690;86775;3525;535;7746;3736;436;3205;NA;12153;5292;6105;82264;3202;86187;51054;1958;10933;NA;134005;117982;92880
05.12.2019;79367;2881;79427;48531;1563;8838;NA;123022;115634;88514;3702;513;7500;3423;418;2931;NA;11940;5466;6020;83069;3394;86927;51954;1981;11769;NA;134962;121100;94534
06.12.2019;81463;4650;78549;51395;2070;12146;NA;130909;121070;92205;3394;420;6299;3051;329;2452;NA;11154;5092;5497;84857;5070;84848;54446;2399;14598;NA;142063;126162;97702
07.12.2019;67637;4015;76562;42910;2308;11697;NA;133817;104372;81907;696;105;1831;1482;56;1402;NA;2594;1264;1160;68333;4120;78393;44392;2364;13099;NA;136411;105636;83067
08.12.2019;56924;5494;65104;40095;2500;14712;NA;113918;84563;74767;175;12;350;219;21;167;NA;799;413;290;57099;5506;65454;40314;2521;14879;NA;114717;84976;75057
09.12.2019;73503;2877;76645;47006;1193;8530;NA;114924;105751;81820;3499;436;6542;3106;244;2472;NA;11187;5221;5476;77002;3313;83187;50112;1437;11002;NA;126111;110972;87296
10.12.2019;76940;2591;75762;47655;1182;7916;NA;118378;107452;84302;3606;562;7487;3688;356;3126;NA;12038;5480;5841;80546;3153;83249;51343;1538;11042;NA;130416;112932;90143
11.12.2019;75589;2393;77924;48543;1191;8165;NA;121755;110912;87670;3623;643;7758;3861;353;3357;NA;11931;5558;6086;79212;3036;85682;52404;1544;11522;NA;133686;116470;93756
12.12.2019;78478;2732;81130;48975;1278;8681;NA;125682;114215;87423;3576;485;7413;3665;329;3104;NA;12062;5543;6253;82054;3217;88543;52640;1607;11785;NA;137744;119758;93676
13.12.2019;77679;3115;88045;49012;1011;10304;NA;130399;117594;89633;3233;207;6752;3154;74;2600;NA;11042;4917;5598;80912;3322;94797;52166;1085;12904;NA;141441;122511;95231
14.12.2019;64381;3168;80711;44496;1239;10288;NA;132154;101384;81231;663;117;1882;1534;32;1382;NA;2721;1245;1190;65044;3285;82593;46030;1271;11670;NA;134875;102629;82421
15.12.2019;56445;4374;65362;40388;1778;12592;NA;119111;81028;74054;153;15;321;241;18;170;NA;774;419;314;56598;4389;65683;40629;1796;12762;NA;119885;81447;74368
16.12.2019;75740;2455;79359;47871;1153;8391;NA;119237;109448;85816;3464;420;7134;3074;352;2465;NA;11720;5303;5778;79204;2875;86493;50945;1505;10856;NA;130957;114751;91594
17.12.2019;77235;2418;78488;48298;1158;8277;NA;122279;110329;86530;3605;537;7688;3795;219;3153;NA;12363;5419;6118;80840;2955;86176;52093;1377;11430;NA;134642;115748;92648
18.12.2019;79804;2660;81705;48789;1388;9021;NA;126681;115037;89903;3547;533;7742;3669;269;3086;NA;12153;5497;5925;83351;3193;89447;52458;1657;12107;NA;138834;120534;95828
19.12.2019;80430;2779;87414;52845;1522;11081;NA;129145;118321;90957;3574;501;7496;3502;193;2764;NA;11980;5474;5881;84004;3280;94910;56347;1715;13845;NA;141125;123795;96838
20.12.2019;79543;4331;88960;56818;2198;17579;NA;132975;115439;92423;2851;243;5517;2532;97;2057;NA;10277;4181;4732;82394;4574;94477;59350;2295;19636;NA;143252;119620;97155
21.12.2019;64392;6198;88754;56421;2779;21290;NA;130629;101240;80648;821;120;1456;1135;78;961;NA;2795;1266;1177;65213;6318;90210;57556;2857;22251;NA;133424;102506;81825
22.12.2019;51924;4906;65502;45844;1584;17676;NA;111385;71766;66521;133;26;332;207;50;169;NA;771;397;265;52057;4932;65834;46051;1634;17845;NA;112156;72163;66786
23.12.2019;66535;3906;81889;50693;1616;14667;NA;115855;97722;74318;2138;178;4161;1620;68;1329;NA;7858;2730;3357;68673;4084;86050;52313;1684;15996;NA;123713;100452;77675
24.12.2019;61371;3119;62519;35546;1025;10890;NA;103019;82364;63078;1531;62;1985;706;53;726;NA;4792;1909;1995;62902;3181;64504;36252;1078;11616;NA;107811;84273;65073
25.12.2019;58973;3708;50860;25636;1348;11469;NA;104487;71809;65987;88;7;137;114;23;84;NA;284;180;120;59061;3715;50997;25750;1371;11553;NA;104771;71989;66107
26.12.2019;59061;7610;64889;32795;2404;17795;NA;106147;84413;70847;245;29;366;206;19;205;NA;1002;1188;405;59306;7639;65255;33001;2423;18000;NA;107149;85601;71252
27.12.2019;67117;6259;81068;46194;1986;17687;NA;116140;89324;74130;1788;94;2810;1191;75;1003;NA;6262;2442;2642;68905;6353;83878;47385;2061;18690;NA;122402;91766;76772
28.12.2019;65680;7097;83832;42416;2900;18493;NA;114926;86707;74012;753;51;1102;621;47;558;NA;2196;1020;1004;66433;7148;84934;43037;2947;19051;NA;117122;87727;75016
29.12.2019;57432;7867;67317;40132;3000;19272;NA;93941;68096;66473;135;22;290;206;20;125;NA;624;330;275;57567;7889;67607;40338;3020;19397;NA;94565;68426;66748
30.12.2019;69873;6978;76406;43220;2701;16746;NA;109173;85171;74539;1808;103;3777;1092;76;941;NA;6207;2368;2643;71681;7081;80183;44312;2777;17687;NA;115380;87539;77182
31.12.2019;53048;4698;58803;31198;1853;10911;NA;88913;70738;59217;1384;169;1678;537;37;538;NA;4220;1532;1849;54432;4867;60481;31735;1890;11449;NA;93133;72270;61066
01.01.2020;48821;6343;53168;28835;2247;14009;48356;76903;53339;54853;123;10;190;193;8;152;182;439;223;192;48944;6353;53358;29028;2255;14161;48538;77342;53562;55045
02.01.2020;60452;8816;79998;46347;3230;20310;65761;101465;66727;73502;358;105;2000;1047;34;775;760;2586;816;1067;60810;8921;81998;47394;3264;21085;66521;104051;67543;74569
03.01.2020;68681;6235;81322;47675;2910;19029;72022;110943;92268;76339;1712;696;3479;1342;57;1144;1915;6398;2522;2889;70393;6931;84801;49017;2967;20173;73937;117341;94790;79228
04.01.2020;61941;8853;83280;47717;3404;20506;73674;113537;91086;72083;676;110;1279;853;35;742;896;2113;1030;947;62617;8963;84559;48570;3439;21248;74570;115650;92116;73030
05.01.2020;55653;9037;68236;44255;3514;19768;66315;94827;74403;67072;135;11;313;238;17;174;386;712;424;258;55788;9048;68549;44493;3531;19942;66701;95539;74827;67330
06.01.2020;69788;5902;75703;34613;2209;11689;72024;104613;95648;76654;2426;66;4613;188;62;580;2497;7947;3232;3447;72214;5968;80316;34801;2271;12269;74521;112560;98880;80101
07.01.2020;69138;2580;73914;43022;1378;7363;69227;106433;95767;77767;2728;322;6295;2556;184;1996;2839;9680;3678;4600;71866;2902;80209;45578;1562;9359;72066;116113;99445;82367
08.01.2020;72068;2562;74958;43146;1427;6940;72500;109808;98982;80367;2823;523;6797;3095;220;2590;2928;10509;4027;5088;74891;3085;81755;46241;1647;9530;75428;120317;103009;85455
