;PW + Busse/Car;;;;;;;;;;LW;;;;;;;;;;Gesamtergebnis;;;;;;;;;
Datum;UMF. BERN OST;SAN BERNARDINO;BASEL; CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL;UMF. BERN OST;SAN BERNARDINO;BASEL; CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL;UMF. BERN OST;SAN BERNARDINO;BASEL; CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL
2010.083333;64149.96648;6140.09369;73790.87475;37248.20647;1586.034421;14158.99413;67328.78344;NA;86523.29172;63085.33663;2091.288942;443.5149364;5640.766345;4001.023541;175.0930197;2214.078507;1902.598858;NA;2804.827952;3035.668207;66238.57057;6553.110236;76490.24859;42571.42053;1761.127441;16373.07264;71581.80956;NA;90550.46022;66117.81085
2010.104167;65856.22479;5783.481811;76539.47225;39137.18147;1680.622472;14204.43439;67811.59024;NA;85208.02395;64317.95061;2532.076549;465.7984432;6420.566496;4781.67327;188.8673997;2599.371295;2137.006948;NA;3278.925068;3706.429408;68385.29177;6217.21306;80529.67381;45083.88764;1869.489872;16803.80568;72375.42355;NA;89541.63844;68156.13484
2010.125;68074.40906;6216.033265;73896.84252;39618.00147;1811.620717;14340.64236;70504.50112;NA;91940.23071;67090.5739;2382.067131;479.8061158;6026.060902;4663.850973;171.4622589;2533.070262;2148.254204;NA;3137.051569;3472.459445;70453.14177;6662.212249;77528.14168;45375.45413;1983.082976;16873.71262;74536.62498;NA;95900.07652;70601.82353
2010.145833;65723.31661;5844.701791;72113.9122;40386.10861;1691.258436;13912.57866;68843.185;NA;90558.22913;66797.14386;2292.25939;479.4020211;5888.747482;4806.676348;202.9231842;2533.378591;2076.942157;NA;2880.138043;3357.538411;68012.07963;6289.7087;76125.57308;46253.53835;1894.18162;16445.95725;71684.68525;NA;94542.5267;70151.40246
2010.166667;63647.60664;5631.181641;73141.92578;39192.90552;1794.665266;13577.52376;73223.62711;NA;91593.68131;64185.04712;2493.168055;475.3971735;6277.575785;4732.286768;220.3756783;2593.135791;2082.188914;NA;3108.369994;3263.003477;66137.11639;6071.415723;77881.97531;44774.91995;2015.040944;16170.65955;75111.6992;NA;95587.02101;67444.73562
2010.1875;64036.44645;5689.636479;74965.49461;37945.83274;1700.035982;13437.13646;72972.07055;NA;90293.35607;65177.15109;2609.894415;461.9193943;6542.915748;4682.999383;218.3326814;2570.494263;2179.01973;NA;3250.543414;3352.508167;66642.52061;6115.624802;79549.02035;43383.9528;1918.368664;16007.63072;73766.95477;NA;93985.92898;68526.30911
2010.208333;65718.71665;5902.802666;78484.0855;40191.05504;1837.685179;14109.84926;69758.78933;NA;89595.80807;67980.21254;2623.265735;508.3321949;6175.470593;4696.872163;215.8594988;2669.644829;2020.600725;NA;3113.476715;3301.781047;68338.30699;6374.498122;83483.96548;45651.58575;2053.544678;16779.49409;72123.58398;NA;93261.05167;71278.64616
2010.229167;66423.62361;6016.065663;74994.54615;42352.40626;1714.749728;13894.32001;71920.10183;NA;91323.58581;67177.23124;2788.902781;556.8099715;6619.493667;5155.458694;232.5541227;2859.444184;1802.840395;NA;3496.6072;3681.917343;69208.99584;6535.537699;80246.27324;48053.90492;1947.30385;16753.76419;74609.65075;NA;96066.88509;70855.80389
2010.25;63130.84301;8198.927495;75577.22335;46624.93111;2730.706485;17217.45619;73137.51473;NA;84273.91186;65275.87917;2050.441274;392.867277;4903.641404;3745.084891;183.1230098;1958.070538;1098.223005;NA;2611.93242;2954.347212;65177.89857;8553.755641;78631.43323;50529.38276;2913.829495;19175.52672;69744.45312;NA;87839.63489;68226.88442
2010.270833;67195.98257;5379.056182;75715.91956;44854.23829;1884.075326;14041.81142;73119.38869;NA;92633.26805;68551.10111;2839.058812;573.6662616;6921.468348;5608.763626;266.5346028;2985.534672;1081.057799;NA;3544.869785;3713.008791;70031.95999;5913.702397;81824.96636;50665.33987;2150.609928;17027.34609;75852.14011;NA;96674.88414;72260.70071
2010.291667;65917.74867;5697.707703;77938.47999;47956.38988;2173.851712;15882.40799;73474.69666;NA;94511.23148;69451.54418;2732.217771;526.74597;6668.246368;5358.198278;189.3677624;2768.32471;1109.065963;NA;3419.453393;3726.563541;68647.18938;6184.452712;83869.04551;53408.40515;2363.219474;18650.7327;75385.67515;NA;98499.8034;73174.6313
2010.3125;66363.58912;5444.723594;75766.30328;43602.13157;2210.202256;13469.78805;71878.31089;NA;93092.03303;69650.9189;2750.611347;560.2428427;6552.514189;5241.458429;195.1938798;2865.796873;1013.633366;NA;3292.123572;3558.786143;69111.72773;5963.984562;82073.06396;48996.5824;2405.396135;16335.58492;75593.81591;NA;97005.61401;73206.16138
2010.333333;64675.5145;4775.302633;75561.45055;44151.16846;1581.375708;13383.99481;71646.84732;NA;89598.59801;68267.31861;2646.115299;494.7519263;6769.346944;4768.085629;162.6201775;2856.405998;1146.221023;NA;3357.904885;3601.359473;67319.62185;5228.867456;81598.66029;49128.79052;1743.995886;16240.40081;73479.15267;NA;93772.60318;71865.08022
2010.354167;61316.67245;6885.178531;73414.74561;46950.82556;2401.456192;16334.55902;71638.52022;NA;84039.98333;65372.93396;1871.081945;412.177957;5112.877239;3983.080831;151.05857;2196.235424;1099.597858;NA;2448.827772;2524.990612;63186.21122;7255.964156;77950.79467;50921.64696;2552.514762;18530.79444;69350.6968;NA;87042.8893;67894.2725
2010.375;65528.7282;8220.801246;79367.67342;48100.39114;2595.956727;16073.79792;72457.85403;NA;94093.50049;68526.4067;2831.928147;562.2094769;6957.490986;4981.66758;211.2606216;2826.254393;1192.603224;NA;3378.061336;3598.343264;68359.57796;8741.413164;86252.27485;52912.51767;2807.217348;18900.05231;77840.02085;NA;97936.17162;72121.04369
2010.395833;63250.35605;7176.693509;72632.13614;46544.32096;2509.100844;15036.17557;71288.37778;NA;87471.63939;66775.4903;2001.521005;471.7909397;5109.75712;3854.444446;143.0280602;2084.900111;1138.438195;NA;2529.669932;2701.183489;65251.35206;7606.628167;77927.34614;50114.40517;2652.128904;17121.07569;70734.68923;NA;90265.69072;69473.01762
2010.416667;66548.25207;7058.875629;76784.16158;47244.26837;2487.825352;15771.49335;70631.5014;NA;94952.48206;69857.25424;2802.554497;538.8743467;6599.703945;4323.254644;220.9715925;2616.486074;1099.346926;NA;3630.660186;3732.884735;69350.83498;7626.852144;83245.85481;51226.29993;2708.796945;18387.97943;75803.73869;NA;98807.94911;73586.5329
2010.4375;64139.33866;4060.945813;74720.42516;44320.04314;1683.927939;13202.65123;71045.95261;NA;92172.38777;67906.82705;2813.680914;506.3556209;6826.6841;5091.459722;148.8925981;2879.742904;1160.265387;NA;3644.140804;3831.168187;66953.60139;4776.97421;81448.20689;48949.50832;1832.820537;16082.39413;73463.26502;NA;96052.81282;71734.43928
2010.458333;62496.26025;5303.531827;74489.43725;45338.26697;1963.405387;14587.89496;70749.11524;NA;89618.37961;67030.76265;2464.107636;426.3811831;5942.509139;4771.431773;166.7300829;2593.877644;1132.935519;NA;3267.882237;3468.775759;64961.46971;5920.512337;80890.17751;49745.73148;2130.135469;17181.7726;72579.12975;NA;92941.07461;70496.23477
2010.479167;66593.51538;4908.981791;72958.56697;46395.81137;2512.520964;13686.34161;70520.81481;NA;92644.00025;68985.86682;2805.394567;487.3020371;6464.249781;4966.935135;215.8138855;2756.327844;1157.375427;NA;3488.953132;3755.976512;69400.5318;5648.536272;80147.39165;50830.99517;2728.334849;16442.66945;74264.07365;NA;95678.26443;72738.44584
2010.5;64643.14928;5619.600472;72094.04892;49950.9034;2627.76728;14389.27216;70425.736;NA;89318.12151;68002.5375;2513.574389;504.0056631;6060.355681;4831.711434;246.6016246;2562.287015;1149.370217;NA;3368.771231;3586.14308;67158.86554;6408.021414;78776.12719;53992.25925;2874.368905;16951.55918;73614.35048;NA;92263.46513;71585.18922
2010.520833;65817.69174;5292.222124;72384.72831;51931.56864;2626.617881;14035.92143;70833.78203;NA;88621.40973;68687.84111;2627.348688;588.3935972;6191.379856;5127.828188;280.0361614;2619.838237;1198.130805;NA;3423.33244;3705.722615;68447.54907;6142.254994;79479.88472;55847.08802;2906.654042;16655.75966;74821.8094;NA;91672.08861;72389.97628
2010.541667;66644.77665;6354.741841;73785.59217;55342.04047;2889.352589;13907.45237;71007.59145;NA;91624.94139;69887.50834;2609.842849;561.1810273;6085.383865;4937.631588;299.3045347;2508.809799;1221.320888;NA;3326.131641;3557.178515;69257.49492;7149.206051;81561.50884;58946.5753;3188.657124;16416.26217;75284.37352;NA;94573.46685;73441.00343
2010.5625;65549.94079;7096.212856;73645.12851;57291.66236;3146.976719;15668.80079;71536.01466;NA;90990.66491;70548.53877;2538.716749;562.6466598;6106.557597;5042.707404;321.580585;2536.751134;1249.260379;NA;3243.096455;3749.688767;68091.89973;7913.340142;81897.03094;60838.30892;3468.557304;18205.55193;76149.0923;NA;94023.27593;74294.44813
2010.583333;67535.65624;7812.518239;78049.35414;75508.3592;3545.721464;16151.56783;73682.44224;NA;93481.95873;72041.14507;2608.314692;543.8402813;6111.718823;2653.547672;252.7009599;2586.310266;1440.693993;NA;3197.387148;3735.741884;70147.3385;8331.81973;85921.42046;77113.31197;3798.422424;18737.8781;77401.07281;NA;96907.26039;75773.04621
2010.604167;62729.1249;6411.559625;73977.31694;76833.42413;3016.642014;15170.05383;71899.96843;NA;88781.17616;67156.68548;2199.890269;496.3996603;5612.268462;2912.723856;218.9899652;2441.00917;1397.113408;NA;2934.742542;3391.931415;64932.50811;6862.191591;81429.53105;79170.67434;3235.631979;17611.06301;72364.45825;NA;91278.70244;70544.71482
2010.625;65955.88695;6678.976117;75167.99347;76346.74419;3076.578565;15379.55458;71250.11053;NA;92833.02187;70483.83964;2460.59398;469.2214335;5864.844219;2937.163127;230.3763614;2432.449983;1378.978863;NA;3179.332417;3510.437899;68420.09926;7101.701549;82870.76747;78695.97376;3306.954927;17812.00456;73792.22452;NA;95553.79197;73990.31414
2010.645833;60740.51512;6429.880303;73508.92191;75008.97129;2581.154354;15504.64943;71091.09024;NA;93217.57536;69257.93856;2580.051366;462.7898174;6253.578984;2661.140048;263.5044313;2622.938132;1355.253253;NA;3405.751668;3653.326782;63324.19292;6845.47435;81366.73386;76997.0544;2844.658785;18127.58756;74231.53682;NA;95910.59556;72907.26542
2010.666667;65809.61772;5809.349746;74176.87957;73119.0476;2490.192068;14150.91041;71653.05658;NA;93520.42255;71618.05626;2544.294716;520.0476286;6382.815127;2580.095026;308.2199286;2688.628341;1478.455742;NA;3505.099542;3880.429799;68357.54697;6281.501834;81928.41294;74636.5143;2798.411997;16839.53875;74650.38111;NA;96229.56237;75494.44961
2010.6875;65576.55515;6120.193277;74975.73559;72891.79828;2371.874414;15276.96816;72241.13823;NA;94650.13906;70990.28975;2584.92729;543.2228208;6496.319397;2560.445252;323.2407509;2791.206874;1482.948813;NA;3379.775662;3866.753205;68165.12506;6614.820787;82740.04915;74409.58558;2695.115165;18068.17503;73579.06541;NA;97153.78185;74852.96998
2010.708333;66517.25343;5768.617855;76209.3597;73070.15043;2087.105703;14483.65622;72110.95592;NA;93550.26477;70650.28525;2482.903021;534.8526293;6337.892871;2551.038231;269.4001973;2562.127927;1572.19282;NA;3308.907688;3617.742445;69003.71784;6255.279346;83792.41686;74735.55964;2356.505901;17045.78415;75653.48079;NA;96347.85126;74263.9069
2010.729167;64841.77154;6249.668586;72195.40755;72899.65734;2052.334339;14189.47775;71571.48967;NA;93475.83569;69682.89165;2620.385461;561.1642259;6306.93741;2570.5015;303.2707087;2688.851756;1531.351832;NA;3426.286073;3834.357137;67465.63714;6763.045846;79923.66459;74659.59356;2355.605048;16878.3295;74715.8524;NA;95724.2964;73513.08017
2010.75;64691.51887;5229.949263;74705.00964;71901.35586;1964.849272;13328.20052;71503.77809;NA;94072.75895;70218.76236;2592.465128;552.0791472;6433.870571;2690.327463;287.9982813;2598.704482;1466.644371;NA;3328.212234;3755.71319;67287.38292;5734.65371;82451.44575;73764.84993;2252.847553;15926.905;74645.03557;NA;96232.64494;73970.2592
2010.770833;66985.31658;6311.492047;77787.86507;71935.54145;2243.258645;14733.88796;72164.59355;NA;97055.87494;73373.39082;2705.468703;572.3351344;6408.364162;2670.70234;298.4587317;2590.603144;1443.206083;NA;3429.193914;3784.399025;69693.92383;6834.493016;85804.31148;73972.35955;2541.717377;17324.4911;76744.42308;NA;99353.70678;77153.45269
2010.791667;62221.43062;6548.792344;73652.37415;71997.98078;1966.140289;15700.31501;73188.85649;NA;92076.18833;68490.94537;2661.825563;549.9534564;6264.65901;2682.849603;272.1068889;2642.420495;1521.44798;NA;3318.800016;3711.91847;64886.13435;7047.452169;81422.98094;74297.19183;2238.247178;18342.73551;74022.273;NA;94430.0466;72198.40589
2010.8125;62370.12586;6586.204784;77459.6679;72007.25726;1946.050211;15305.05122;72441.23455;NA;91032.01334;68974.08805;2341.695862;514.8759338;6002.229903;2656.908625;221.2778306;2584.906956;1500.525326;NA;3032.225528;3371.659957;64714.43951;7047.82762;85386.00856;74472.0904;2167.328042;17889.95818;72651.96067;NA;92990.39311;72341.16926
2010.833333;62479.34422;6406.371754;74352.24955;71698.76904;1718.696815;15430.99125;72781.07039;NA;90892.81422;69628.83014;2237.759814;469.5545781;5552.81189;2553.962243;190.8076307;2291.529209;1547.499432;NA;2918.037414;3250.861055;64719.33726;6820.942971;81859.03365;74151.10785;1909.504446;17722.52046;72456.5313;NA;92472.19305;72875.11433
2010.854167;64934.35849;5903.595313;75255.98518;71570.10413;1529.353427;14065.36244;73446.05027;NA;93661.72848;70685.54748;2792.06983;556.5327272;6578.830256;2424.362244;219.0099081;2706.98235;1596.972169;NA;3436.635541;3856.312294;67728.2773;6403.43326;83058.72338;74112.90433;1748.363335;16772.34479;74036.07569;NA;95730.39609;74537.28486
2010.875;64199.38098;5984.683093;74553.96177;71217.52245;1516.785157;14094.34383;73963.50435;NA;93967.99048;70049.24006;2534.265286;526.5642654;6095.089054;2348.422398;208.9983081;2606.140101;1563.955392;NA;3295.801112;3660.074073;66735.111;6452.841159;81874.48044;73843.254;1725.783465;16700.48393;74425.95866;NA;95823.11914;73704.74117
2010.895833;62395.91261;6081.644988;72663.82396;70558.14801;1467.167052;13894.59959;73940.97164;NA;88531.53631;68622.93729;2602.928369;586.123308;6492.574817;2370.009497;219.7566546;2738.213988;1599.537318;NA;3522.87092;3856.894504;64999.83157;6608.761399;81105.42378;73261.83193;1686.923707;16632.81358;68768.58445;NA;90359.98525;72475.27402
2010.916667;59754.49092;5897.908995;71182.12419;70463.58077;1454.030324;13304.23165;73561.46506;NA;83143.0997;67204.83099;2423.394711;451.8133782;6011.411359;2527.475285;147.9305745;2518.71779;1582.484117;NA;3143.653407;3597.344054;62178.40208;6290.114779;78312.12013;73289.12036;1601.960899;15822.94944;63785.80705;NA;84798.12421;70797.63245
2010.9375;65248.65094;5888.392377;74258.83749;70321.15216;1596.398476;14012.60437;73350.57028;NA;95799.03383;69543.67315;2702.883014;581.3146919;6353.489322;2588.821306;164.7066942;2766.552256;1614.664796;NA;3520.533011;3867.333349;67951.57627;6409.498777;81850.59115;73474.44216;1761.10517;16779.15663;74718.48707;NA;97699.8827;73406.47909
2010.958333;63071.4208;5733.26705;72557.11587;68127.06669;1436.016829;12632.88736;72676.59196;NA;91711.32108;67103.22898;2523.364571;529.8015971;6197.295223;2529.053604;153.6593003;2539.213202;1635.403113;NA;3333.511788;3695.609514;65594.26339;6201.452873;80840.68679;70779.07436;1589.676129;15172.10056;69792.59394;NA;93710.82205;70794.26523
2010.979167;67013.54007;5620.322319;75797.78945;71362.05595;1574.018837;13487.25916;79918.81932;NA;93543.62431;74348.19349;2822.057893;542.593968;6806.238913;3071.707828;129.5033823;2834.658975;2270.407417;NA;3387.563257;4214.142522;69834.51168;6099.89303;82138.63425;75702.26914;1703.522219;16321.91813;74225.40325;NA;98258.55633;78557.71689
2011;70913.80179;5923.118348;77033.52648;68635.42712;1553.075613;13398.29626;79597.56501;120034.8775;93558.89664;76359.18054;2779.287069;513.6872771;6758.666185;2661.646385;124.3852236;2693.523429;2161.10767;8671.307181;3261.603502;4329.796584;73691.28287;6401.581025;80025.89472;72374.70594;1677.460836;16091.81968;75839.47535;128706.1847;99327.39835;80685.54771
2011.020833;65535.1044;6317.303661;76878.23162;66579.80478;1626.095384;15348.90783;75552.72934;116584.3251;93406.88853;73738.9394;2341.336021;499.1643445;5720.981569;1652.976076;170.0525857;2458.292554;1654.189188;7093.290949;2854.975281;3550.266278;67874.18775;6779.515978;79148.58247;69156.53768;1796.14797;17807.20039;75921.93622;123677.6161;97741.56888;77285.76116
2011.041667;65686.61013;6336.178837;75809.17589;66111.77035;1674.837942;14705.47856;73801.15806;114346.7875;94161.81823;72874.68318;2589.65027;571.3995316;6178.048148;1471.108356;213.3370544;2613.881443;1634.528157;7719.404511;3103.793685;3838.894938;68273.56103;6868.898913;78580.10656;68444.87749;1888.174996;17319.36;76336.05016;122066.192;98770.62051;76710.11849
2011.0625;65490.905;6399.114493;73858.83556;65517.75591;1689.115544;14932.86175;72609.85018;112887.5756;89709.54285;71666.74342;2246.977985;476.8883732;5532.12436;1500.351957;195.4520162;2344.237832;1599.216415;6779.778445;2732.703453;3356.517695;67734.73965;6835.633184;76804.4662;67908.83873;1884.56756;17277.09958;73178.38309;119667.3541;93629.06576;75019.78641
2011.083333;69292.2151;6573.677934;78521.42008;65688.91918;1759.776171;15217.06736;73208.64462;117383.5833;95070.02893;74134.5414;2684.120351;590.9616064;6613.712543;1500.392553;232.7561543;2695.144956;1704.036063;8076.21702;3230.919669;3999.745847;71972.76458;7122.217095;82513.7145;68009.03028;1992.532325;17912.21231;76230.94331;125459.8003;99749.54041;78130.78921
2011.104167;65763.45201;6009.56548;77495.06305;64282.26538;1713.595581;14972.30327;73372.06615;115646.4614;95749.04411;72117.97725;2656.698688;563.836693;6768.086613;1356.26207;220.0882118;2789.732875;1689.383476;8312.612126;3404.448489;4077.596589;68416.15229;6528.926966;81900.57603;66369.33497;1933.683793;17762.03615;78151.09154;123959.0735;100405.0858;76337.51897
2011.125;64393.6398;5926.645985;76139.26808;63431.69774;1546.353276;14791.67916;71240.53732;114078.6978;94204.93692;70829.36266;2558.622931;550.3808089;6348.622166;1343.985132;227.2959578;2676.62422;1628.596961;7882.009318;3163.25137;3924.107449;66947.83678;6430.498825;80219.66066;65465.85684;1773.649234;17468.30338;75443.71624;121960.7071;98347.7595;74795.22786
2011.145833;62199.34883;6014.915363;78676.0855;62548.0755;1591.489507;14917.31698;70656.87624;113783.8801;92846.33573;70473.34728;2303.993756;521.0447401;5773.840558;1299.841619;200.3159513;2453.892187;1577.405203;7155.898189;2898.538122;3711.643526;64498.70734;6488.508101;82549.48073;64518.18138;1791.805459;17371.20917;74607.0819;120939.7783;97051.21887;74181.41287
2011.166667;66330.65559;6449.208475;78200.21154;59679.63982;1297.614531;15433.51575;67788.75788;115066.2832;93373.62079;72250.26722;2446.31656;539.1025692;6189.470529;995.5098055;250.9181535;2594.78067;1610.317284;7769.303732;3095.21124;3664.239524;68772.13294;6939.956985;82392.55876;61226.71341;1548.532685;18028.29642;75706.55305;122835.5869;97517.40862;75910.89557
2011.1875;64319.4088;5982.277624;74722.01374;58614.89269;1194.709034;13917.21236;65557.76457;113013.1363;92429.1845;72030.35695;2561.495542;565.6636539;6539.742662;941.5663323;252.2650369;2711.447116;1673.050962;7939.644939;3302.69383;3828.217729;66875.86117;6498.685161;79312.79537;60052.50733;1446.97407;16628.65948;73685.05989;120952.7812;96261.39347;75854.93027
2011.208333;64095.18689;5771.427359;73885.22872;58295.81476;1076.026627;14323.49214;69072.26257;113639.2851;91465.20762;71658.41042;2397.941357;508.1976967;5987.595442;931.5392961;243.8761862;2385.988108;1584.929375;7581.341761;3069.542819;3622.447423;66488.28485;6229.556958;78709.99882;59724.70986;1319.902814;16709.48025;72864.78737;121220.6269;95190.89941;75277.22042
2011.229167;64829.69808;5152.418061;77592.24855;55634.27585;1214.770797;13131.30464;70668.65939;113966.9009;94049.8403;71331.80143;2605.309391;567.9582671;6689.546688;858.1855915;247.2194419;2796.652685;1877.320008;8511.030065;3406.096693;3820.352885;67430.36383;5669.496249;82799.32264;56865.76465;1461.990239;15927.95732;74800.46638;122477.931;98922.0951;75148.52389
2011.25;66527.18504;4356.212604;74753.20374;55585.42811;962.9316126;11426.47937;70514.9235;114653.4589;96371.57052;74407.94657;2779.573414;612.6174213;7334.83943;1443.769884;238.2113422;2972.768633;2053.969419;8774.066224;3544.407927;4303.933154;69302.31458;4917.137965;80760.58258;57183.99654;1201.142955;14399.248;76814.3957;123427.5251;101038.6062;78708.25629
2011.270833;67683.28145;5561.522244;76478.82163;54869.34741;831.1043303;13599.18322;70152.16219;116314.1009;99163.70121;73953.00669;2660.187926;590.6465298;6747.987068;1136.724549;234.5340331;2852.833795;1990.895133;8301.952498;3385.874511;3908.025535;70339.43907;6099.254285;82285.58552;56182.82937;1065.638363;16452.01702;78588.32789;124616.0534;103136.8641;77857.34314
2011.291667;64201.93912;9189.795611;77142.2454;53503.92744;1065.077041;17180.83585;70307.46982;115124.9042;92497.47123;72899.95656;2124.93224;526.1067264;5530.817678;976.8796196;240.1674846;2279.140608;2028.910371;7372.08246;2886.113237;3319.288123;66323.25462;9661.765419;81696.24854;54596.17081;1305.244526;19459.97646;75887.98141;122496.9867;96053.77962;76215.48995
2011.3125;60517.88502;9431.531309;75205.59804;53403.17346;1015.734228;17819.29002;68653.13426;110642.6617;84794.58558;68309.23907;1770.912975;487.5697492;4737.69852;1029.825452;238.503837;2169.900521;1904.352421;5898.142892;2327.091563;2657.737443;62285.59481;9863.741711;79264.72275;54579.94853;1254.238065;19989.19054;69650.32628;116540.8045;87851.44848;70963.15613
2011.333333;64903.95004;5229.934069;79050.78196;52758.62754;786.4719875;13357.03006;68275.62368;115192.071;94196.28991;73772.16268;2614.465299;602.9053591;6869.347859;1063.073182;239.0819794;2890.63923;2006.840189;8469.410346;3360.743729;3966.396502;67515.84185;5777.341586;84889.38421;53996.71949;1025.553967;16247.66929;75834.51788;123661.4814;98511.82603;77734.68618
2011.354167;63568.32702;4609.146156;74489.52342;51298.49251;915.9055967;13036.34956;68372.98411;113638.1342;91753.63744;70867.15839;2406.959716;463.9577873;5859.942972;951.7283866;234.3913688;2401.763225;1953.036425;7094.25051;2984.223492;3423.342048;65973.34294;5017.467605;79728.27407;52298.98281;1150.296966;15438.11279;73951.45331;120732.3847;95384.39319;74286.57482
2011.375;65902.80305;3715.9986;75577.90801;49893.74666;725.5419291;12180.24392;69196.8111;112880.8504;96488.39147;71818.38471;2735.490482;547.861315;6638.571717;808.7513016;234.7071269;2764.810629;2049.521167;8256.048977;3330.766149;3785.3444;68636.99336;4208.050812;81893.49449;50660.77305;960.249056;14945.05454;76199.94157;121136.8993;100358.9359;75599.75088
2011.395833;65385.3793;3829.460038;75766.83964;48640.45989;718.2007431;12218.35019;68028.87148;113256.1088;95793.23606;72206.94443;2703.106373;590.8303416;6845.996511;918.2252491;236.9391862;2778.532026;2005.830895;8490.743021;3465.617646;4245.207149;68087.94619;4364.250009;82613.40903;49449.29783;955.1399294;14996.88221;76303.34114;121746.8518;99562.77442;76448.232
2011.416667;60877.52959;6426.526779;74783.12222;48216.97032;744.2534849;14766.3604;67182.04357;110760.117;88523.77656;68180.77356;2118.398976;544.396262;5530.135797;888.1408686;212.8132373;2434.929891;1952.137838;6878.201812;2992.244541;3292.38953;62996.14977;7013.022944;79998.39451;48959.47601;957.0667222;17201.29029;71581.08604;117638.3188;91774.58718;71469.30217
2011.4375;63423.00179;7298.504692;76864.85412;47473.95689;898.1552717;15926.17076;67739.25386;113746.7877;94738.47833;71251.86363;2257.120789;546.1543434;5682.735693;569.4244002;227.6843237;2484.474749;2022.691665;7277.992292;3239.334364;3519.806145;65681.10446;8136.305137;82215.34998;47826.06621;1125.839595;18410.64551;75243.16546;121024.78;98254.35805;74767.86751
2011.458333;64222.45888;6488.552755;75228.04623;46870.58456;861.3732742;15808.76334;67301.98793;114428.2005;94651.22492;70699.11431;2447.358256;573.4256172;6272.264001;554.0461483;226.1070911;2634.007333;1979.018601;7846.827126;3527.291158;3911.046755;66671.51405;7327.428248;81749.14735;47260.3394;1087.480365;18442.77068;74820.68119;122275.0276;98242.21749;74606.50714
2011.479167;64989.37777;7178.849196;79309.04867;45850.56419;638.8982376;15504.52194;67137.57516;118079.8703;99678.9815;73779.81623;2498.656134;525.8317438;6237.399065;473.0901923;214.5196961;2521.786253;2011.278574;7958.791973;3557.933623;3873.470144;67490.46334;8055.395414;86038.24011;46065.00733;853.4179337;18026.3082;78690.25507;126038.6623;102664.0998;77649.54006
2011.5;65763.19659;5294.368445;78250.50989;43321.11331;531.8655087;14662.05668;66991.31064;113458.6891;96465.39239;72318.49681;2371.466169;529.8005316;6214.340815;478.6491355;215.1099412;2555.259847;1996.93951;7674.825205;3471.760093;3811.887321;68137.82471;6219.413427;84809.17928;43396.52695;746.9754499;17217.31653;76395.30406;121133.5143;99409.19627;76126.54542
2011.520833;65763.22433;5995.372757;79605.36977;41512.08644;377.3623026;15433.95519;67539.08649;116803.2607;97423.4297;73566.14349;2465.84501;580.7700218;6258.784107;447.9840798;210.2804735;2563.139783;2049.885527;7853.980964;3424.148549;3950.160382;68232.7593;6940.05901;86519.47229;41320.16718;587.6427761;17997.09497;76064.26248;124657.2417;100388.3466;77512.37044
2011.541667;63047.53728;5770.537061;78631.99868;39271.40422;149.1922977;15532.32475;67614.66326;114442.5147;94849.30532;71751.85621;2442.805895;574.6311981;6174.828266;380.4510116;204.423978;2549.549898;2070.79923;7558.059755;3402.48639;3823.878252;65494.56114;6670.048412;85892.46496;38942.26431;353.6162757;18081.87465;74225.95451;122000.5745;97791.0675;75571.70631
2011.5625;62651.20141;8060.663881;79175.86712;38047.80899;27.14295163;16379.93372;68160.14725;116209.6101;93941.6761;72193.80198;2116.499372;537.7856155;5704.654658;281.7630042;195.5398636;2348.33053;2091.732901;6920.87607;3126.658489;3431.12722;64772.44676;8952.741357;86383.79262;37526.90889;222.6828153;18728.26425;75489.21208;123130.4862;96822.93174;75620.80634
2011.583333;62435.0794;6656.768946;75425.97462;35905.11431;-157.4107062;15857.83453;70565.93694;114229.7383;91655.15692;71369.56798;2098.138837;450.3531137;5259.028123;870.8375097;221.1138989;2180.705744;2306.782943;6731.067124;2913.367;3401.854396;64538.188;7076.127692;81822.35127;36216.99341;63.70319272;18038.54027;73518.00293;120960.8054;94881.2071;74767.24467
2011.604167;64783.68073;6212.547534;79180.7121;37472.16231;-49.98310891;14695.26103;68575.2246;113689.0614;94848.39167;71126.10661;2586.267336;549.3357047;6185.842147;1160.323991;262.7288049;2603.582904;2277.181641;7718.311659;3378.312325;3788.317011;67375.14162;6701.68601;86721.22365;38331.62283;212.745696;17298.84394;76173.66669;121407.3731;97706.99517;74910.19107
2011.625;64421.84433;5923.647009;79017.56994;36967.63354;251.1390567;14636.69943;67714.55609;112720.1044;96011.40467;73152.97087;2509.554301;510.4573104;6036.373729;1175.658473;272.61854;2438.222829;2243.955174;7639.136939;3252.548643;3868.482257;66936.81597;6373.02149;86541.1969;37832.01167;523.7575967;17074.92226;74734.11071;120359.2414;98722.33538;77017.16573
